Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags,Cov Num,Date Added
Häusliche Isolation und Quarantäne gut überstehen,"Jacobi, Frank","Das neuartige Coronavirus SARS-CoV‑2 und die dadurch verursachte Krankheit mit offiziellem Namen „coronavirus disease 2019“ (COVID-19) zwingen weltweit zu drastischen Maßnahmen, die die massenhafte Ausbreitung eindämmen sollen. Hierzu zählt die weitestmögliche häusliche Isolation der Bevölkerung. Häusliche Isolation und Quarantäne sind aber Ausnahmesituationen, die die meisten Menschen noch nicht erlebt haben. Diese gesetzten Maßnahmen können auf die Psyche einwirken und für Betroffene sehr belastend sein. Hier helfen klare, in der Psychologie wissenschaftlich erforschte und bewährte Verhaltensmaßnahmen sowie mentale Strategien, diese Ausnahmesituation zu meistern.",2020,,Psychotherapeut 2020,,,01-May,,10.1007/S00278-020-00424-Y,26077,#141763,Jacobi 2020,,,141763,30-04-20
Cardiovascular examination should also include peripheral arterial evaluation for COVID-19 patients,"Valdivia, Andrés Reyes; Olmos, Cristina Gómez; Guaita, Julia Ocaña; Zúñiga, Claudio Gandarias",,2020,,Journal of Vascular Surgery,,,,,https://doi.org/10.1016/j.jvs.2020.04.494,26231,#141764,Valdivia 2020,,,141764,30-04-20
Chloroquine-induced QTc prolongation in COVID-19 patients,"van den Broek, M. P. H.; Möhlmann, J. E.; Abeln, B. G. S.; Liebregts, M.; van Dijk, V. F.; van de Garde, E. M. W.","In the battle against the SARS-CoV‑2 pandemic, chloroquine has emerged as a new potential therapeutic option for the treatment of infected patients. A safety consideration for the application of chloroquine is its QTc-prolonging potential. Thus far, no data are available on the QTc-prolonging potential of chloroquine in COVID-19 patients. To assess the degree of chloroquine-induced QTc prolongation in hospitalised COVID-19 patients. A baseline electrocardiogram (ECG) and ECGs recorded during chloroquine treatment were retrospectively collected in patients suspected of having COVID-19. The QTc interval was calculated by computerised and manual interpretation. Baseline and follow-up QTc intervals were compared using the paired samples t-test. A total of 95 patients had a baseline ECG recording and at least one ECG recording during chloroquine therapy. Chloroquine treatment resulted in a mean QTc prolongation of 35 ms (95% CI 28–43 ms) using computerised interpretation and 34 ms (95% CI 25–43 ms) using manual interpretation. No torsade de pointes was observed during chloroquine treatment. After manual review, 22 patients (23%) had a QTc interval exceeding 500 ms during chloroquine treatment. None of these patients had a prolonged QTc interval prior to the initiation of chloroquine treatment. Chloroquine significantly prolongs the QTc interval in a clinically relevant matter. This highlights the need for ECG monitoring when prescribing chloroquine to COVID-19 patients.",2020,,Netherlands Heart Journal,,,01-Apr,,10.1007/s12471-020-01429-7,26232,#141765,vandenBroek 2020,,,141765,30-04-20
COVID19 pandemic and people with opioid use disorder: innovation to reduce risk,"Vecchio, Sarah; Ramella, Roberto; Drago, Alessandra; Carraro, Daniele; Littlewood, Richard; Somaini, Lorenzo","The Covid-19 pandemic is creating a vast and growing number of challenges for all. People with a history of opioid use disorder (OUD) also may be exposed to additional risks. Piedmont one of the areas most severely affected by the Covid-19 pandemic, with large numbers of people infected and related mortality. In the region, specialists responsible for OUD care identified the risk that the existing care system exposed patients to. Teams designed and implemented innovation approaches to enable continuation of care and reduce the inherent system risk to patients with OUD.",2020,,Psychiatry Research,,,113047-113047,,https://doi.org/10.1016/j.psychres.2020.113047,26233,#141766,Vecchio 2020,,,141766,30-04-20
Ethical aspects of the COVID-19 crisis: How to deal with an overwhelming shortage of acute beds,"Vincent, Jean-Louis; Creteur, Jacques","The current outbreak of SARS-CoV-2 has and continues to put huge pressure on intensive care units (ICUs) worldwide. Many patients with COVID-19 require some form of respiratory support and often have prolonged ICU stays, which results in a critical shortage of ICU beds. It is therefore not always physically possible to treat all the patients who require intensive care, raising major ethical dilemmas related to which patients should benefit from the limited resources and which should not. Here we consider some of the approaches to the acute shortages seen during this and other epidemics, including some guidelines for triaging ICU admissions and treatments.",2020,,European heart journal. Acute cardiovascular care,,,2048872620922788-2048872620922788,,10.1177/2048872620922788,26234,#141767,Vincent 2020,,,141767,30-04-20
An evaluation of co-use of chloroquine or hydroxychloroquine plus azithromycin on cardiac outcomes: A pharmacoepidemiological study to inform use during the COVID19 pandemic,"Vouri, Scott M.; Thai, Thuy N.; Winterstein, Almut G.","Background Chloroquine or hydroxychloroquine (chloroquine) plus azithromycin is considered as therapy for COVID19. With benefit evaluations underway, safety concerns due to potential additive effects on QTc prolongation should be addressed. Objective We compared risk of cardiac adverse events between combinations of chloroquine and azithromycin and chloroquine and amoxicillin. Methods We conducted a retrospective cohort study using the IBM MarketScan Commercial Claims and Medicare Supplemental Databases, 2005–2018. We included autoimmune disease patients aged ≥18 years initiating azithromycin or amoxicillin for ≥5 days during chloroquine treatment. Patients had continuous insurance coverage ≥6 months before combination use until 5 days thereafter or inpatient death. Two outcomes were sudden cardiac arrest/ventricular arrhythmias (SCA/VA) and cardiac symptoms. We followed patients for up to 5 days to estimate hazard ratios (HR). Covariates were adjusted using stabilized inverse probability treatment weighting. Results We identified two SVC/VA events among >145,000 combination users. The adjusted incidence of cardiac symptoms among azithromycin and amoxicillin users was 276 vs 254 per 10,000 person-years with an adjusted HR of 1.10 (95%CI, 0.62–1.95). Conclusion Combination use of chloroquine and azithromycin at routine doses did not show pronounced increases in arrhythmias in this real-world population, though small sample size and outcome rates limit conclusions.",2020,,Research in Social and Administrative Pharmacy,,,,,https://doi.org/10.1016/j.sapharm.2020.04.031,26235,#141768,Vouri 2020,,,141768,30-04-20
Variation in COVID-19 Hospitalizations and Deaths Across New York City Boroughs,"Wadhera, Rishi K.; Wadhera, Priya; Gaba, Prakriti; Figueroa, Jose F.; Joynt Maddox, Karen E.; Yeh, Robert W.; Shen, Changyu",,2020,,JAMA,,,,,10.1001/jama.2020.7197,26237,#141769,Wadhera 2020,,,141769,30-04-20
Stilbene-based Natural Compounds as Promising Drug Candidates against COVID-19,"Wahedi, Hussain Mustatab; Ahmad, Sajjad; Abbasi, Sumra Wajid","The pandemic coronavirus disease (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) presents a great threat to public health. Currently, no potent medicine is available to treat COVID-19. Quest for new drugs especially from natural plant sources is an area of immense potential. The current study aimed to repurpose stilbenoid analogs, reported for some other biological activities, against SARS-CoV-2 spike protein and human ACE2 receptor complex for their affinity and stability using molecular dynamics simulation and binding free energy analysis based on molecular docking. Four compounds in total were probed for their binding affinity using molecular docking. All of the compounds showed good affinity (> -7 kcal/mol). However, fifty nanoseconds molecular dynamic simulation in aqueous solution revealed highly stable bound conformation of resveratrol to the viral protein: ACE2 receptor complex. Net free energy of binding using MM-PBSA also affirmed the stability of the resveratrol-protein complex. Based on the results, we report that stilbene based compounds in general and resveratrol, in particular, can be promising anti-COVID-19 drug candidates acting through disruption of the spike protein. Our findings in this study are promising and call for further in vitro and in vivo testing of stiblenoids, especially resveratrol against the COVID-19.",2020,,Journal of biomolecular structure & dynamics,,,Jan-16,,10.1080/07391102.2020.1762743,26238,#141771,Wahedi 2020,,,141771,30-04-20
C reactive protein level may predict the risk of COVID-19 aggravation,"Wang, Guyi; Wu, Chenfang; Zhang, Quan; Wu, Fang; Yu, Bo; Lv, Jianlei; Li, Yiming; Li, Tiao; Zhang, Siye; Wu, Chao; Wu, Guobao; Zhong, Yanjun",,2020,,Open Forum Infectious Diseases,,,,,10.1093/ofid/ofaa153,26239,#141772,Wang 2020,,,141772,30-04-20
Impact of COVID-19 on blood centres in Zhejiang province China,"Wang, Yongjun; Han, Wenjuan; Pan, Lingling; Wang, Cuier; Liu, Yan; Hu, Wei; Zhou, Huapin; Zheng, Xiaofan","BACKGROUND AND OBJECTIVES: A worldwide pandemic of coronavirus disease 2019 (COVID-19) has affected millions of people. A 'closed-off management' protocol has been launched nationwide in China to cope with this major public health emergency. However, these procedures may cause a crisis for blood donation and blood supply. In this study, we assessed the impact of the COVID-19 pandemic on blood donation and supply in Zhejiang province, which could provide reference and insight for developing countermeasures in other countries. MATERIALS AND METHODS: Blood donor and supply information from 38 blood centres during the Spring Festival of 2019 and 2020 were reviewed. A self-administered questionnaire was carried out. RESULTS: Due to the COVID-19 pandemic, the number of whole blood donors dropped by 67%. The success rate of recruitment for donations dropped by 60%. Most respondents (81·2%) were worried about the 'possibility of acquiring COVID-19 during blood donation'. The total amount of RBCs supply dropped by 65%. In the first week of the outbreak, the weekly amount of issued RBC units (10171·5 u) was almost six times higher than the collected units (1347·5 u). The mean haemoglobin value for RBCs transfusion was about 6·3 g/dl. About 4% of RBCs and 2·8% of frozen plasma were used in COVID-19 patients. CONCLUSION: The secondary consequences of the COVID-19 pandemic are blood shortages caused by the unavailability of blood donors, and this is likely to be replicated in many countries with high burdens of COVID-19. Practical actions to broaden sources and reduce use for the global crisis must be taken proactively.",2020,,Vox sanguinis,,,,,10.1111/vox.12931,26241,#141773,Wang 2020,,,141773,30-04-20
"Remdesivir in adults with severe COVID-19: a randomised, double-blind, placebo-controlled, multicentre trial","Wang, Yeming; Zhang, Dingyu; Du, Guanhua; Du, Ronghui; Zhao, Jianping; Jin, Yang; Fu, Shouzhi; Gao, Ling; Cheng, Zhenshun; Lu, Qiaofa; Hu, Yi; Luo, Guangwei; Wang, Ke; Lu, Yang; Li, Huadong; Wang, Shuzhen; Ruan, Shunan; Yang, Chengqing; Mei, Chunlin; Wang, Yi; Ding, Dan; Wu, Feng; Tang, Xin; Ye, Xianzhi; Ye, Yingchun; Liu, Bing; Yang, Jie; Yin, Wen; Wang, Aili; Fan, Guohui; Zhou, Fei; Liu, Zhibo; Gu, Xiaoying; Xu, Jiuyang; Shang, Lianhan; Zhang, Yi; Cao, Lianjun; Guo, Tingting; Wan, Yan; Qin, Hong; Jiang, Yushen; Jaki, Thomas; Hayden, Frederick G.; Horby, Peter W.; Cao, Bin; Wang, Chen","Summary Background No specific antiviral drug has been proven effective for treatment of patients with severe coronavirus disease 2019 (COVID-19). Remdesivir (GS-5734), a nucleoside analogue prodrug, has inhibitory effects on pathogenic animal and human coronaviruses, including severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in vitro, and inhibits Middle East respiratory syndrome coronavirus, SARS-CoV-1, and SARS-CoV-2 replication in animal models. Methods We did a randomised, double-blind, placebo-controlled, multicentre trial at ten hospitals in Hubei, China. Eligible patients were adults (aged ≥18 years) admitted to hospital with laboratory-confirmed SARS-CoV-2 infection, with an interval from symptom onset to enrolment of 12 days or less, oxygen saturation of 94% or less on room air or a ratio of arterial oxygen partial pressure to fractional inspired oxygen of 300 mm Hg or less, and radiologically confirmed pneumonia. Patients were randomly assigned in a 2:1 ratio to intravenous remdesivir (200 mg on day 1 followed by 100 mg on days 2–10 in single daily infusions) or the same volume of placebo infusions for 10 days. Patients were permitted concomitant use of lopinavir–ritonavir, interferons, and corticosteroids. The primary endpoint was time to clinical improvement up to day 28, defined as the time (in days) from randomisation to the point of a decline of two levels on a six-point ordinal scale of clinical status (from 1=discharged to 6=death) or discharged alive from hospital, whichever came first. Primary analysis was done in the intention-to-treat (ITT) population and safety analysis was done in all patients who started their assigned treatment. This trial is registered with ClinicalTrials.gov, NCT04257656. Findings Between Feb 6, 2020, and March 12, 2020, 237 patients were enrolled and randomly assigned to a treatment group (158 to remdesivir and 79 to placebo); one patient in the placebo group who withdrew after randomisation was not included in the ITT population. Remdesivir use was not associated with a difference in time to clinical improvement (hazard ratio 1·23 [95% CI 0·87–1·75]). Although not statistically significant, patients receiving remdesivir had a numerically faster time to clinical improvement than those receiving placebo among patients with symptom duration of 10 days or less (hazard ratio 1·52 [0·95–2·43]). Adverse events were reported in 102 (66%) of 155 remdesivir recipients versus 50 (64%) of 78 placebo recipients. Remdesivir was stopped early because of adverse events in 18 (12%) patients versus four (5%) patients who stopped placebo early. Interpretation In this study of adult patients admitted to hospital for severe COVID-19, remdesivir was not associated with statistically significant clinical benefits. However, the numerical reduction in time to clinical improvement in those treated earlier requires confirmation in larger studies. Funding Chinese Academy of Medical Sciences Emergency Project of COVID-19, National Key Research and Development Program of China, the Beijing Science and Technology Project.",2020,,The Lancet,,,,,https://doi.org/10.1016/S0140-6736(20)31022-9,26240,#141774,Wang 2020,,,141774,30-04-20
Laboratory information system requirements to manage the COVID-19 pandemic: a report from the Belgian national reference testing center,"Weemaes, Matthias; Martens, Steven; Cuypers, Lize; Van Elslande, Jan; Hoet, Katrien; Welkenhuysen, Joris; Goossens, Ria; Wouters, Stijn; Houben, Els; Jeuris, Kirsten; Laenen, Lies; Bruyninckx, Katrien; Beuselinck, Kurt; André, Emmanuel; Depypere, Melissa; Desmet, Stefanie; Lagrou, Katrien; Van Ranst, Marc; Verdonck, Ann K. L. C.; Goveia, Jermaine",,2020,,Journal of the American Medical Informatics Association,,,,,10.1093/jamia/ocaa081,26242,#141775,Weemaes 2020,,,141775,30-04-20
Primum non nocere: Potential indirect adverse effects of COVID-19 containment strategies in the African region,"Wehrens, Erik; Bangura, James S.; Falama, Abdul M.; Kamara, Kelfala B. B.; Dubbink, Jan H.; Bolkan, Håkon A.; Grobusch, Martin P.",,2020,,Travel Medicine and Infectious Disease,,,101727-101727,,https://doi.org/10.1016/j.tmaid.2020.101727,26243,#141776,Wehrens 2020,,,141776,30-04-20
Elevations of serum cancer biomarkers correlate with severity of COVID-19,"Wei, Xiuqi; Su, Jingyu; Yang, Kunyu; Wei, Jiazhou; Wan, Huimin; Cao, Xiaoling; Tan, Wenbin; Wang, Hui","In this retrospective study, we evaluated the levels of a series of serum biomarkers in coronavirus disease 2019 (COVID-19) patients (mild: 131; severe: 98; critical: 23). We found that there were significant increases in levels of human epididymis protein 4 (HE4) (73.6 ± 38.3 versus 46.5 ± 14.7, p<0.001), cytokeratin-19 fragment (CYFRA21-1) (2.2 ± 0.9 versus 1.9 ± 0.8, p<0.001), carcinoembryonic antigen (CEA) (3.4 ± 2.2 versus 2.1 ± 1.2, p<0.001), carbohydrate antigens (CA) 125 (18.1 ± 13.5 versus 10.5 ± 4.6, p<0.001) and 153 (14.4 ± 8.9 versus 10.1 ± 4.4, p<0.001) in COVID-19 mild cases as compared to normal control subjects; their levels showed continuous and significant increases in severe and critical cases (HE4, CYFRA21-1 and CA125: p<0.001; CEA and CA153: p<0.01). Squamous cell carcinoma antigen (SCC) and CA199 increased significantly only in critical cases of COVID-19 as compared with mild and severe cases and normal controls (p<0.01). There were positive associations between levels of C-reactive protein and levels of HE4 (R= 0.631, p<0.001), CYFRA21-1(R= 0.431, p<0.001), CEA (R= 0.316, p<0.001), SCC (R= 0.351, p<0.001), CA153 (R= 0.359, p<0.001) and CA125 (R= 0.223, p=0.031). We concluded that elevations of serum cancer biomarkers positively correlated with the pathological progressions of COVID-19, demonstrating diffuse and acute lung injuries. This article is protected by copyright. All rights reserved.",2020,,Journal of medical virology,,,,,10.1002/jmv.25957,26244,#141777,Wei 2020,,,141777,30-04-20
"Covid-19: Cancer mortality could rise at least 20% because of pandemic, study finds","Wise, Jacqui","A new analysis estimates that at least 6270 additional deaths could occur in England over the next 12 months in patients with new cancer diagnoses—a 20% increase—as a result of the covid-19 pandemic.1 This number could rise to an estimated 17 915 additional deaths if all people who currently have cancer are considered, said the research from University College London and Data-Can, a health data research hub for cancer diagnosis and treatment. Some of the excess deaths will be among people with cancer who contract covid-19, while others will occur because diagnosis was late or treatment such as chemotherapy was delayed, the researchers concluded. The study came as the NHS warned people with cancer …",2020,,BMJ,369,,m1735-m1735,,10.1136/bmj.m1735,26245,#141778,Wise 2020,,,141778,30-04-20
Aktuelle Informationen zu COVID-19 auf einer Plattform – zeitschriftenübergreifend,"Wolff, I.",,2020,,Notfall + Rettungsmedizin,23,3,161-162,,10.1007/s10049-020-00703-w,26247,#141780,Wolff 2020,,,141780,30-04-20
Impact of COVID-19 pandemic on children and adolescents' lifestyle behavior larger than expected,"Xiang, Mi; Zhang, Zhiruo; Kuwahara, Keisuke",,2020,,Progress in Cardiovascular Diseases,,,,,https://doi.org/10.1016/j.pcad.2020.04.013,26249,#141782,Xiang 2020,,,141782,30-04-20
The experience of treating patients with acute myocardial infarction under the COVID-19 epidemic,"Xiao, Zhichao; Xu, Chang; Wang, Daowen; Zeng, Hesong","Worldwide Coronavirus Disease 2019 (COVID-19) epidemic makes the management of acute myocardial infarction (AMI) more complicated, effective treatment without further dissemination is thus quite challenging. Recently, we successfully treated three representative AMI cases, by sharing these detailed procedures, we summarized some important issues including patient screening, reperfusion strategy selecting, personnel/catheter lab protection principle, as well as operation tactics, which may lend precious experience on AMI treating during the ongoing COVID-19 pandemic situation.",2020,,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,,,,,10.1002/ccd.28951,26250,#141783,Xiao 2020,,,141783,30-04-20
[Effects of novel coronavirus therapeutic drugs on cardiovascular system],"Xie, S. Y.; Deng, W.; Tang, Q. Z.",,2020,,Zhonghua xin xue guan bing za zhi,48,0,E017-E017,,10.3760/cma.j.cn112148-20200404-00279,26251,#141784,Xie 2020,,,141784,30-04-20
Focusing on health-care providers' experiences in the COVID-19 crisis,"Xiong, Yang; Peng, Lingli",,2020,,The Lancet Global Health,,,,,https://doi.org/10.1016/S2214-109X(20)30214-X,26252,#141785,Xiong 2020,,,141785,30-04-20
How an Epidemic Outbreak Impacts Happiness: Factors that Worsen (vs. Protect) Emotional Well-being during the Coronavirus Pandemic,"Yang, Haiyang; Ma, Jingjing","What are the factors that worsen (vs. protect) emotional well-being during a pandemic outbreak such as COVID-19? Through two large-scale nationwide surveys (N1 = 11,131; N2 = 3,000) conducted in China immediately before versus during the coronavirus outbreak, we found that the onset of the coronavirus epidemic led to a 74% drop in overall emotional well-being. Factors associated with the likelihood of contracting the disease (e.g., residing near the epicenter), extent of potential harm (e.g., being an elderly), and relational concerns (e.g., those within a marriage) exacerbated the detrimental effect of the outbreak on emotional well-being. Further, individuals’ perception of their knowledge about coronavirus infection was another factor. Regardless of the actual amount of knowledge they possessed, those perceiving themselves as more knowledgeable, were able to experience more happiness during the outbreak. Higher perceived knowledge was associated with a stronger sense of control, which mediated the differences in emotional well-being. These patterns persisted even after controlling for a host of demographic and economic variables. In conclusion, public policies and mental health interventions aimed at boosting/protecting psychological well-being during epidemic outbreaks should take account of these factors.",2020,,Psychiatry Research,,,113045-113045,,https://doi.org/10.1016/j.psychres.2020.113045,26253,#141786,Yang 2020,,,141786,30-04-20
Chemical composition and pharmacological mechanism of Qingfei Paidu Decoction and Ma Xing Shi Gan Decoction against Coronavirus Disease 2019 (COVID-19): in silico and experimental study,"Yang, Ruocong; Liu, Hao; Bai, Chen; Wang, Yingchao; Zhang, Xiaohui; Guo, Rui; Wu, Siying; Wang, Jianxun; Leung, Elaine; Chang, Hang; Li, Peng; Liu, Tiegang; Wang, Yi","The Coronavirus Disease 2019 (COVID-19) pandemic has become a huge threaten to global health, which raise urgent demand of developing efficient therapeutic strategy. The aim of the present study is to dissect the chemical composition and the pharmacological mechanism of Qingfei Paidu Decoction (QFPD), a clinically used Chinese medicine for treating COVID-19 patients in China. Through comprehensive analysis by liquid chromatography coupled with high resolution mass spectrometry (MS), a total of 129 compounds of QFPD were putatively identified. We also constructed molecular networking of mass spectrometry data to classify these compounds into 14 main clusters, in which exhibited specific patterns of flavonoids (45%), glycosides (15%), carboxylic acids (10%), and saponins (5%). The target network model of QFPD, established by predicting and collecting the targets of identified compounds, indicated a pivotal role of Ma Xing Shi Gan Decoction (MXSG) in the therapeutic efficacy of QFPD. Supportively, through transcriptomic analysis of gene expression after MXSG administration in rat model of LPS-induced pneumonia, the thrombin and Toll-like receptor (TLR) signaling pathway were suggested to be essential pathways for MXSG mediated anti-inflammatory effects. Besides, changes in content of major compounds in MXSG during decoction were found by the chemical analysis. We also validate that one major compound in MXSG, i.e. glycyrrhizic acid, inhibited TLR agonists induced IL-6 production in macrophage. In conclusion, the integration of in silico and experimental results indicated that the therapeutic effects of QFPD against COVID-19 may be attributed to the anti-inflammatory effects of MXSG, which supports the rationality of the compatibility of TCM.",2020,,Pharmacological Research,,,104820-104820,,https://doi.org/10.1016/j.phrs.2020.104820,26254,#141787,Yang 2020,,,141787,30-04-20
Bee venom and SARS-CoV-2,"Yang, Wei; Hu, Fu-liang; Xu, Xiao-feng",,2020,,Toxicon,,,,,https://doi.org/10.1016/j.toxicon.2020.04.105,26255,#141788,Yang 2020,,,141788,30-04-20
Correlation between Heart fatty acid binding protein and severe COVID-19: A case-control study,"Yin, Li; Mou, Huaming; Shao, Jiang; Zhu, Ye; Pang, Xiaohua; Yang, Jianjun; Zhang, Jianming; Shi, Wei; Yu, Shimei; Wang, Hailong","Background Heart-fatty acid binding protein (HFABP) has been recognized as a highly heart-specific marker. However, it is currently unknown that its HFABP is also closely related to the severity of COVID-19. Methods We retrospectively screened 46 patients who met our inclusion criteria within 4 weeks. They were tested for HFABP after the diagnosis of COVID-19, and monitored for HFABP during their hospital stay. We tracked the patients during their hospital stay to determine if they had severe COVID-19 or mild-to-severe transition features. We calculated the chi-square test values found for HFABP to predict the correlation between HFABP levels and the severity of the COVID-19. Results Of these 46 cases, 16 cases with confirmed COVID-19 were tested for HFABP> 7 ng / mL upon admission; among them, 14 cases were diagnosed with severe COVID-19 within the hospitalization. The Odds ratio of the measured HFABP elevation was 6.81(95% confidence interval [CI] 5.23–8.40), and 3 patients with severe COVID-19 progressed in 5 patients with mild HFABP> 7 ng/mL. Conclusion These data indicate that the elevation of HFABP is closely related to the severity of COVID-19 in the patients, and the elevated HFABP may cause rapid development of patients with mild COVID-19 into severe COVID-19. But serum HFABP negative maybe make patients with mild COVID-19 safer, the current data show no effect on the all-cause mortality. Trial registration Our study has been registered with the Chinese Clinical Trial Registry, the registration number: ChiCTR2000029829.",2020,,PLOS ONE,15,4,e0231687-e0231687,,10.1371/journal.pone.0231687,26257,#141790,Yin 2020,,,141790,30-04-20
"Epidemiological and Clinical Characteristics of 333 Confirmed Cases with Coronavirus Disease 2019 in Shanghai, China","Yu, Xiao; Sun, Xiaodong; Cui, Peng; Pan, Hao; Lin, Sheng; Han, Ruobing; Jiang, Chenyan; Fang, Qiwen; Kong, Dechuan; Zhu, Yiyi; Zheng, Yaxu; gong, Xiaohuan; Xiao, Wenjia; Mao, Shenghua; Jin, Bihong; Wu, Huanyu; Fu, Chen","Summary Coronavirus Disease 2019 (COVID-19) is an emerging infectious disease first identified in Wuhan City, Hubei Province, China. As of February 19th, 2020, there had been 333 confirmed cases reported in Shanghai, China. This study elaborates on the epidemiological and clinical characteristics of COVID-19 based on a descriptive study of the 333 patients infected with COVID-19 in Shanghai for the purpose of probing into this new disease and providing reference. Among the 333 confirmed cases in Shanghai, 172 (51.7%) were males and 161 (48.3%) were females, with a median age of 50 years. 299 (89.8%) cases presented mild symptoms. 139 (41.7%) and 111 (33.3%) cases were infected in Wuhan and Shanghai, respectively. 148 (44.4%) cases once had contact with confirmed cases before onset, while 103 (30.9%) cases had never contacted confirmed cases but they had a sojourn history in Wuhan. The onset date of the first case in Shanghai was December 28th, with the peak appearing on January 27th. The median incubation period of COVID-19 was estimated to be 7.2 days. 207 (62.2%) cases had fever symptoms at the onset, whereas 273 (82.0%) cases experienced fever before hospitalization. 56 (18.6%) adults experienced a decrease in white blood cell and 84 (42.9%) had increased c-reactive protein after onset. Elderly, male, and heart disease history were risk factors for severe or critical pneumonia. These findings suggest that most cases experienced fever symptoms and had mild pneumonia. Strengthening the health management of elderly men, especially those with underlying diseases, may help reduce the incidence of severe and critical pneumonia. Time intervals from onset to visit, hospitalization and diagnosis confirmed were all shortened after Shanghai?s first-level public health emergency response. Shanghai's experience proves that COVID-19 can be controlled well in megacities.",2020,,Transboundary and Emerging Diseases,n/a,n/a,,,10.1111/tbed.13604,26258,#141791,Yu 2020,,,141791,30-04-20
Letter: Surgical Management of Brain Tumor Patients in the COVID-19 Era,"Zacharia, Brad E.; Eichberg, Daniel G.; Ivan, Michael E.; Hanft, Simon; Boockvar, John A.; Isildak, Huseyin; Mansouri, Alireza; Komotar, Ricardo J.; D’Amico, Randy S.",,2020,,Neurosurgery,,,,,10.1093/neuros/nyaa162,26260,#141792,Zacharia 2020,,,141792,30-04-20
Effect of Convalescent Plasma Therapy on Viral Shedding and Survival in COVID-19 Patients,"Zeng, Qing-Lei; Yu, Zu-Jiang; Gou, Jian-Jun; Li, Guang-Ming; Ma, Shu-Huan; Zhang, Guo-Fan; Xu, Jiang-Hai; Lin, Wan-Bao; Cui, Guang-Lin; Zhang, Min-Min; Li, Cheng; Wang, Ze-Shuai; Zhang, Zhi-Hao; Liu, Zhang-Suo","Currently, the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) disease 2019 (COVID-19) has been reported in almost all countries globally, and no effective therapy has been documented for COVID-19 and the role of convalescent plasma therapy is unknown. In current study, 6 COVID-19 subjects with respiratory failure received convalescent plasma at a median of 21.5 days after first detection of viral shedding, all tested negative for SARS-CoV-2 RNA by 3 days after infusion, and 5 died eventually. In conclusion, convalescent plasma treatment can discontinue SARS-CoV-2 shedding but cannot reduce mortality in critically end-stage COVID-19 patients, and treatment should be initiated earlier.",2020,,The Journal of Infectious Diseases,,,,,10.1093/infdis/jiaa228,26262,#141795,Zeng 2020,,,141795,30-04-20
Author response to Letter to the Editor “Liver impairment associated with disease progression in COVID-19 patients”,"Zhang, Yafei; Liu, Lan; Zhao, Qiu","Abstract We chose the CAP patients hospitalized in our hospital last year as the control because there was no suitable healthy control group available now. And considering the diverse etiology of CAP, the liver impairment appeared in CAP patients maybe result from ischemia/hypoxia-reperfusion injury, systemic inflammatory response or drug use before hospitalization, besides the pathogen itself.",2020,,Liver International,n/a,n/a,,,10.1111/liv.14497,26264,#141797,Zhang 2020,,,141797,30-04-20
Interferon-induced transmembrane protein-3 genetic variant rs12252-C is associated with disease severity in COVID-19,"Zhang, Yonghong; Qin, Ling; Zhao, Yan; Zhang, Ping; Xu, Bin; Li, Kang; Liang, Lianchun; Zhang, Chi; Dai, Yanchao; Feng, Yingmei; Sun, Jianping; Hu, Zhongjie; Xiang, Haiping; Knight, Julian C.; Dong, Tao; Jin, Ronghua",A major unanswered question in the current global COVID-19 outbreak is why a small minority of infected individuals develop severe disease. Here we report that homozygosity for the C allele of rs12252 in the interferon-induced transmembrane protein 3 (IFITM3) gene is associated with more severe disease in an age dependent manner. This supports a role for IFITM3 in disease pathogenesis and the opportunity for early targeted intervention in at risk individuals.,2020,,The Journal of Infectious Diseases,,,,,10.1093/infdis/jiaa224,26265,#141798,Zhang 2020,,,141798,30-04-20
