Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,HAI-1 Achievement Threshold,HAI-1 Benchmark,HAI-1 Baseline Rate,HAI-1 Performance Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score,HAI-2 Achievement Threshold,HAI-2 Benchmark,HAI-2 Baseline Rate,HAI-2 Performance Rate,HAI-2 Achievement Points,HAI-2 Improvement Points,HAI-2 Measure Score,Combined SSI Measure Score,HAI-3 Achievement Threshold,HAI-3 Benchmark,HAI-3 Baseline Rate,HAI-3 Performance Rate,HAI-3 Achievement Points,HAI-3 Improvement Points,HAI-3 Measure Score,HAI-4 Achievement Threshold,HAI-4 Benchmark,HAI-4 Baseline Rate,HAI-4 Performance Rate,HAI-4 Achievement Points,HAI-4 Improvement Points,HAI-4 Measure Score,HAI-5 Achievement Threshold,HAI-5 Benchmark,HAI-5 Baseline Rate,HAI-5 Performance Rate,HAI-5 Achievement Points,HAI-5 Improvement Points,HAI-5 Measure Score,HAI-6 Achievement Threshold,HAI-6 Benchmark,HAI-6 Baseline Rate,HAI-6 Performance Rate,HAI-6 Achievement Points,HAI-6 Improvement Points,HAI-6 Measure Score,PC-01 Achievement Threshold,PC-01 Benchmark,PC-01 Baseline Rate,PC-01 Performance Rate,PC-01 Achievement Points,PC-01 Improvement Points,PC-01 Measure Score
450029,LAREDO MEDICAL CENTER,1700 EAST SAUNDERS,LAREDO,TX,78044,Webb,0.784,0.000,0.766,0.695,2 out of 10,0 out of 9,2 out of 10,0.828,0.000,1.803,1.251,0 out of 10,3 out of 9,3 out of 10,3 out of 10,0.781,0.000,0.301,0.783,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.815,0.000,1.361,0.543,4 out of 10,6 out of 9,6 out of 10,0.852,0.091,0.960,0.405,6 out of 10,6 out of 9,6 out of 10,0.000000,0.000000,0.038043,0.006410,0 out of 10,8 out of 9,8 out of 10
450032,CHRISTUS GOOD SHEPHERD MEDICAL CENTER,700 E MARSHALL AVE,LONGVIEW,TX,75601,Gregg,0.784,0.000,Not Available,0.715,1 out of 10,Not Available,1 out of 10,0.828,0.000,0.000,0.233,7 out of 10,0 out of 9,7 out of 10,7 out of 10,0.781,0.000,Not Available,0.231,7 out of 10,Not Available,7 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,0.924,0 out of 10,Not Available,0 out of 10,0.852,0.091,0.842,0.662,3 out of 10,2 out of 9,3 out of 10,0.000000,0.000000,0.018519,0.020408,0 out of 10,0 out of 9,0 out of 10
450033,VHS HARLINGEN HOSPITAL COMPANY LLC,2101 PEASE ST,HARLINGEN,TX,78550,Cameron,0.784,0.000,1.077,0.715,1 out of 10,3 out of 9,3 out of 10,0.828,0.000,1.274,0.601,3 out of 10,5 out of 9,5 out of 10,4 out of 10,0.781,0.000,0.337,0.613,2 out of 10,0 out of 9,2 out of 10,0.722,0.000,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.815,0.000,0.177,0.355,6 out of 10,0 out of 9,6 out of 10,0.852,0.091,0.602,0.199,8 out of 10,7 out of 9,8 out of 10,0.000000,0.000000,0.011628,0.011905,0 out of 10,0 out of 9,0 out of 10
450034,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,2830 CALDER AVENUE,BEAUMONT,TX,77702,Jefferson,0.784,0.000,0.620,1.736,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,1.733,2.085,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.781,0.000,0.616,1.102,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,0.422,2.189,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,1.259,2.529,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.356,0.038,10 out of 10,9 out of 9,10 out of 10,0.000000,0.000000,0.040000,0.067308,0 out of 10,0 out of 9,0 out of 10
450035,ST JOSEPH MEDICAL CENTER,1401 ST. JOSEPH PARKWAY,HOUSTON,TX,77002,Harris,0.784,0.000,1.679,0.479,4 out of 10,7 out of 9,7 out of 10,0.828,0.000,1.252,0.179,8 out of 10,8 out of 9,8 out of 10,4 out of 10,0.781,0.000,1.246,1.670,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.815,0.000,2.604,0.000,10 out of 10,9 out of 9,10 out of 10,0.852,0.091,0.186,0.177,8 out of 10,0 out of 9,8 out of 10,0.000000,0.000000,0.017094,0.016000,0 out of 10,0 out of 9,0 out of 10
450039,JPS HEALTH NETWORK,1500 S MAIN ST,FORT WORTH,TX,76104,Tarrant,0.784,0.000,0.256,0.739,1 out of 10,0 out of 9,1 out of 10,0.828,0.000,0.371,1.201,0 out of 10,0 out of 9,0 out of 10,1 out of 10,0.781,0.000,2.051,1.725,0 out of 10,1 out of 9,1 out of 10,0.722,0.000,3.214,5.997,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,0.366,0.392,5 out of 10,0 out of 9,5 out of 10,0.852,0.091,1.091,0.645,3 out of 10,4 out of 9,4 out of 10,0.000000,0.000000,0.013699,0.012987,0 out of 10,0 out of 9,0 out of 10
450040,COVENANT MEDICAL CENTER,3615 19TH STREET,LUBBOCK,TX,79410,Lubbock,0.784,0.000,0.530,0.555,3 out of 10,0 out of 9,3 out of 10,0.828,0.000,0.922,0.722,2 out of 10,2 out of 9,2 out of 10,5 out of 10,0.781,0.000,0.158,0.383,5 out of 10,0 out of 9,5 out of 10,0.722,0.000,0.483,Not Available,Not Available,Not Available,Not Available,0.815,0.000,0.851,0.761,1 out of 10,1 out of 9,1 out of 10,0.852,0.091,0.984,0.697,2 out of 10,3 out of 9,3 out of 10,0.000000,0.000000,0.059761,Not Available,Not Available,Not Available,Not Available
450042,PROVIDENCE HEALTH CENTER,6901 MEDICAL PARKWAY,WACO,TX,76712,McLennan,0.784,0.000,0.588,1.413,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,1.289,1.173,0 out of 10,0 out of 9,0 out of 10,1 out of 10,0.781,0.000,0.590,0.772,1 out of 10,0 out of 9,1 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,2.126,2.247,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,1.010,0.845,1 out of 10,1 out of 9,1 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
450044,UT SOUTHWESTERN UNIVERSITY HOSPITAL,6201 HARRY HINES BLVD,DALLAS,TX,75390,Dallas,0.784,0.000,0.736,0.428,5 out of 10,4 out of 9,5 out of 10,0.828,0.000,1.053,0.542,4 out of 10,4 out of 9,4 out of 10,3 out of 10,0.781,0.000,1.217,0.789,0 out of 10,3 out of 9,3 out of 10,0.722,0.000,1.229,0.929,0 out of 10,2 out of 9,2 out of 10,0.815,0.000,0.580,0.967,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.948,0.839,1 out of 10,1 out of 9,1 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
450046,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,600 ELIZABETH STREET,CORPUS CHRISTI,TX,78404,Nueces,0.784,0.000,0.839,0.703,1 out of 10,1 out of 9,1 out of 10,0.828,0.000,1.360,0.776,1 out of 10,4 out of 9,4 out of 10,5 out of 10,0.781,0.000,1.365,0.994,0 out of 10,2 out of 9,2 out of 10,0.722,0.000,0.355,0.000,10 out of 10,9 out of 9,10 out of 10,0.815,0.000,0.986,0.749,1 out of 10,2 out of 9,2 out of 10,0.852,0.091,0.913,0.192,8 out of 10,8 out of 9,8 out of 10,0.000000,0.000000,0.015152,0.000000,10 out of 10,9 out of 9,10 out of 10
450051,METHODIST DALLAS MEDICAL CENTER,1441 NORTH BECKLEY AVENUE,DALLAS,TX,75203,Dallas,0.784,0.000,0.711,0.672,2 out of 10,0 out of 9,2 out of 10,0.828,0.000,0.575,1.006,0 out of 10,0 out of 9,0 out of 10,2 out of 10,0.781,0.000,0.368,0.647,2 out of 10,0 out of 9,2 out of 10,0.722,0.000,1.429,1.794,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,1.569,0.260,7 out of 10,8 out of 9,8 out of 10,0.852,0.091,0.518,0.833,1 out of 10,0 out of 9,1 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
450054,BAYLOR SCOTT & WHITE  CLINIC - TEMPLE,2401 S  31ST ST,TEMPLE,TX,76508,Bell,0.784,0.000,1.255,0.814,0 out of 10,3 out of 9,3 out of 10,0.828,0.000,0.501,0.595,3 out of 10,0 out of 9,3 out of 10,4 out of 10,0.781,0.000,0.889,0.404,5 out of 10,5 out of 9,5 out of 10,0.722,0.000,0.872,0.964,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,0.584,0.844,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,1.086,0.558,4 out of 10,5 out of 9,5 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
450055,ROLLING PLAINS MEMORIAL HOSPITAL,200 E ARIZONA,SWEETWATER,TX,79556,Nolan,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
450056,ASCENSION SETON MEDICAL CENTER AUSTIN,1201 W 38TH ST,AUSTIN,TX,78705,Travis,0.784,0.000,1.041,0.861,0 out of 10,1 out of 9,1 out of 10,0.828,0.000,0.692,0.508,4 out of 10,2 out of 9,4 out of 10,2 out of 10,0.781,0.000,1.233,0.676,2 out of 10,4 out of 9,4 out of 10,0.722,0.000,0.869,1.124,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,0.579,1.212,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.917,0.693,2 out of 10,2 out of 9,2 out of 10,0.000000,0.000000,0.000000,0.033333,0 out of 10,0 out of 9,0 out of 10
450058,BAPTIST MEDICAL CENTER,111 DALLAS STREET,SAN ANTONIO,TX,78205,Bexar,0.784,0.000,0.278,0.248,7 out of 10,1 out of 9,7 out of 10,0.828,0.000,0.833,0.328,6 out of 10,6 out of 9,6 out of 10,8 out of 10,0.781,0.000,0.826,0.143,8 out of 10,8 out of 9,8 out of 10,0.722,0.000,1.101,0.000,10 out of 10,9 out of 9,10 out of 10,0.815,0.000,0.751,0.951,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.914,0.546,4 out of 10,4 out of 9,4 out of 10,0.000000,0.000000,0.000000,0.003040,0 out of 10,0 out of 9,0 out of 10
450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,800 W RANDOL MILL RD,ARLINGTON,TX,76012,Tarrant,0.784,0.000,1.072,0.926,0 out of 10,1 out of 9,1 out of 10,0.828,0.000,1.573,0.206,7 out of 10,8 out of 9,8 out of 10,5 out of 10,0.781,0.000,1.299,0.826,0 out of 10,3 out of 9,3 out of 10,0.722,0.000,1.429,0.000,10 out of 10,9 out of 9,10 out of 10,0.815,0.000,1.106,0.983,0 out of 10,1 out of 9,1 out of 10,0.852,0.091,1.538,0.859,0 out of 10,4 out of 9,4 out of 10,0.000000,0.000000,0.051724,0.000000,10 out of 10,9 out of 9,10 out of 10
450068,MEMORIAL HERMANN TEXAS MEDICAL CENTER,6411 FANNIN,HOUSTON,TX,77030,Harris,0.784,0.000,0.766,1.057,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,0.564,0.544,4 out of 10,0 out of 9,4 out of 10,2 out of 10,0.781,0.000,1.727,1.149,0 out of 10,3 out of 9,3 out of 10,0.722,0.000,0.489,1.600,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,0.519,1.212,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.565,0.563,4 out of 10,0 out of 9,4 out of 10,0.000000,0.000000,0.040268,0.066667,0 out of 10,0 out of 9,0 out of 10
450072,BRAZOSPORT REGIONAL HEALTH SYSTEM,100 MEDICAL DRIVE,LAKE JACKSON,TX,77566,Brazoria,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.646,0.831,1 out of 10,0 out of 9,1 out of 10,0.000000,0.000000,0.019608,0.025641,0 out of 10,0 out of 9,0 out of 10
450079,BAYLOR MEDICAL CENTER AT IRVING,1901 N MACARTHUR BLVD,IRVING,TX,75061,Dallas,0.784,0.000,1.321,0.365,5 out of 10,7 out of 9,7 out of 10,0.828,0.000,0.619,1.151,0 out of 10,0 out of 9,0 out of 10,3 out of 10,0.781,0.000,0.441,0.567,3 out of 10,0 out of 9,3 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,1.036,0.000,10 out of 10,9 out of 9,10 out of 10,0.852,0.091,0.808,0.429,6 out of 10,5 out of 9,6 out of 10,0.000000,0.000000,0.038462,0.000000,10 out of 10,9 out of 9,10 out of 10
450080,TITUS REGIONAL MEDICAL CENTER,2001 N JEFFERSON,MOUNT PLEASANT,TX,75455,Titus,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.716,0.000,10 out of 10,9 out of 9,10 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
450082,CHRISTUS SPOHN HOSPITAL BEEVILLE,1500 E HOUSTON HWY,BEEVILLE,TX,78102,Bee,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.000000,0.000000,0.000000,0.023256,0 out of 10,0 out of 9,0 out of 10
450085,GRAHAM REGIONAL MEDICAL CENTER,1301 MONTGOMERY ROAD,GRAHAM,TX,76450,Young,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,Not Available,Not Available,Not Available,Not Available,Not Available,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
450087,MEDICAL CITY NORTH HILLS,4401 BOOTH CALLOWAY ROAD,NORTH RICHLAND HILLS,TX,76180,Tarrant,0.784,0.000,0.000,0.767,1 out of 10,0 out of 9,1 out of 10,0.828,0.000,0.650,1.099,0 out of 10,0 out of 9,0 out of 10,5 out of 10,0.781,0.000,2.634,1.168,0 out of 10,5 out of 9,5 out of 10,0.722,0.000,0.000,Not Available,Not Available,Not Available,Not Available,0.815,0.000,2.228,0.000,10 out of 10,9 out of 9,10 out of 10,0.852,0.091,0.908,0.351,6 out of 10,6 out of 9,6 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
450090,NORTH TEXAS MEDICAL CENTER,1900 HOSPITAL BLVD,GAINESVILLE,TX,76240,Cooke,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,Not Available,1.259,0 out of 10,Not Available,0 out of 10,0.000000,0.000000,0.116667,0.000000,10 out of 10,9 out of 9,10 out of 10
450092,FORT DUNCAN MEDICAL CENTER,3333 N FOSTER MALDONADO BLVD,EAGLE PASS,TX,78852,Maverick,0.784,0.000,0.000,Not Available,Not Available,Not Available,Not Available,0.828,0.000,0.910,0.999,0 out of 10,0 out of 9,0 out of 10,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,1.190,0.492,5 out of 10,6 out of 9,6 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
450097,HCA HOUSTON HEALTHCARE SOUTHEAST,4000 SPENCER HWY,PASADENA,TX,77504,Harris,0.784,0.000,1.025,1.370,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,1.009,1.155,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.781,0.000,0.232,1.258,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,0.000,0.887,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,0.534,0.875,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.830,0.831,1 out of 10,0 out of 9,1 out of 10,0.000000,0.000000,0.018519,0.048193,0 out of 10,0 out of 9,0 out of 10
450099,PAMPA REGIONAL MEDICAL CENTER,1 MEDICAL PLAZA,PAMPA,TX,79065,Gray,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.390,1.710,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
450101,BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,100 HILLCREST MEDICAL BLVD,WACO,TX,76712,McLennan,0.784,0.000,0.984,1.735,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,0.607,0.855,0 out of 10,0 out of 9,0 out of 10,1 out of 10,0.781,0.000,0.248,0.706,1 out of 10,0 out of 9,1 out of 10,0.722,0.000,0.000,0.902,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,1.370,0.940,0 out of 10,3 out of 9,3 out of 10,0.852,0.091,0.803,0.527,4 out of 10,3 out of 9,4 out of 10,0.000000,0.000000,0.016949,0.015625,0 out of 10,0 out of 9,0 out of 10
450102,CHRISTUS MOTHER FRANCES HOSPITAL,800 EAST DAWSON,TYLER,TX,75701,Smith,0.784,0.000,0.630,0.262,6 out of 10,5 out of 9,6 out of 10,0.828,0.000,0.906,1.318,0 out of 10,0 out of 9,0 out of 10,6 out of 10,0.781,0.000,0.300,0.239,7 out of 10,2 out of 9,7 out of 10,0.722,0.000,1.119,0.633,2 out of 10,4 out of 9,4 out of 10,0.815,0.000,0.749,0.268,7 out of 10,6 out of 9,7 out of 10,0.852,0.091,1.287,0.410,6 out of 10,7 out of 9,7 out of 10,0.000000,0.000000,0.003953,0.000000,10 out of 10,9 out of 9,10 out of 10
450104,GUADALUPE REGIONAL MEDICAL CENTER,1215 E COURT ST,SEGUIN,TX,78155,Guadalupe,0.784,0.000,0.803,0.000,10 out of 10,9 out of 9,10 out of 10,0.828,0.000,1.496,0.000,10 out of 10,9 out of 9,10 out of 10,0 out of 10,0.781,0.000,1.427,1.705,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,1.037,0.133,9 out of 10,9 out of 9,9 out of 10,0.000000,0.000000,0.040404,0.000000,10 out of 10,9 out of 9,10 out of 10
450107,LAS PALMAS MEDICAL CENTER,1801 NORTH OREGON STREET,EL PASO,TX,79902,El Paso,0.784,0.000,0.938,1.080,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,1.246,1.722,0 out of 10,0 out of 9,0 out of 10,4 out of 10,0.781,0.000,0.986,0.867,0 out of 10,1 out of 9,1 out of 10,0.722,0.000,0.578,0.285,6 out of 10,5 out of 9,6 out of 10,0.815,0.000,1.225,0.900,0 out of 10,2 out of 9,2 out of 10,0.852,0.091,1.376,1.196,0 out of 10,1 out of 9,1 out of 10,0.000000,0.000000,0.005025,0.019704,0 out of 10,0 out of 9,0 out of 10
450108,CONNALLY MEMORIAL MEDICAL CENTER,499 10TH STREET,FLORESVILLE,TX,78114,Wilson,0.784,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.828,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.852,0.091,Not Available,Not Available,Not Available,Not Available,Not Available,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
450119,SOUTH TEXAS HEALTH SYSTEM,1102 W TRENTON ROAD,EDINBURG,TX,78539,Hidalgo,0.784,0.000,0.911,0.392,5 out of 10,5 out of 9,5 out of 10,0.828,0.000,0.977,0.484,4 out of 10,5 out of 9,5 out of 10,10 out of 10,0.781,0.000,0.277,0.000,10 out of 10,9 out of 9,10 out of 10,0.722,0.000,0.000,Not Available,Not Available,Not Available,Not Available,0.815,0.000,0.194,0.225,7 out of 10,0 out of 9,7 out of 10,0.852,0.091,0.537,0.568,4 out of 10,0 out of 9,4 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
450124,DELL SETON  MED CENTER AT THE UNIVERSITY OF TX,601 E 15TH STREET,AUSTIN,TX,78701,Travis,0.784,0.000,0.912,0.738,1 out of 10,1 out of 9,1 out of 10,0.828,0.000,1.037,1.200,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.781,0.000,1.007,1.691,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,0.865,1.818,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,0.992,1.149,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available
450128,KNAPP MEDICAL CENTER,1401 EAST EIGHT STREET,WESLACO,TX,78596,Hidalgo,0.784,0.000,0.693,3.563,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,1.873,1.780,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.781,0.000,Not Available,0.964,0 out of 10,Not Available,0 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,0.000,0.732,1 out of 10,0 out of 9,1 out of 10,0.852,0.091,0.569,0.447,5 out of 10,2 out of 9,5 out of 10,0.000000,0.000000,0.016667,0.027778,0 out of 10,0 out of 9,0 out of 10
450130,NIX HEALTH CARE SYSTEM,"414 NAVARRO, SUITE 600",SAN ANTONIO,TX,78205,Bexar,0.784,0.000,0.457,1.562,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,0.858,0.304,6 out of 10,6 out of 9,6 out of 10,Not Available,0.781,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,0.000,Not Available,Not Available,Not Available,Not Available,0.852,0.091,0.483,0.668,3 out of 10,0 out of 9,3 out of 10,0.000000,0.000000,Not Available,Not Available,Not Available,Not Available,Not Available
450132,MEDICAL CENTER HOSPITAL,500 W 4TH STREET,ODESSA,TX,79761,Ector,0.784,0.000,1.016,0.117,8 out of 10,8 out of 9,8 out of 10,0.828,0.000,0.838,1.280,0 out of 10,0 out of 9,0 out of 10,3 out of 10,0.781,0.000,0.410,0.526,3 out of 10,0 out of 9,3 out of 10,0.722,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.815,0.000,0.946,0.768,1 out of 10,1 out of 9,1 out of 10,0.852,0.091,0.908,1.252,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.148148,0.044118,0 out of 10,7 out of 9,7 out of 10
450133,MIDLAND MEMORIAL HOSPITAL,400 ROSALIND REDFERN GROVER PARKWAY,MIDLAND,TX,79701,Midland,0.784,0.000,0.720,0.599,3 out of 10,1 out of 9,3 out of 10,0.828,0.000,0.173,0.094,8 out of 10,4 out of 9,8 out of 10,0 out of 10,0.781,0.000,0.893,0.893,0 out of 10,0 out of 9,0 out of 10,0.722,0.000,0.000,0.989,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,0.753,0.744,1 out of 10,0 out of 9,1 out of 10,0.852,0.091,0.623,0.686,2 out of 10,0 out of 9,2 out of 10,0.000000,0.000000,0.064327,0.018018,0 out of 10,7 out of 9,7 out of 10
450135,TEXAS HEALTH HARRIS METHODIST FORT WORTH,1301 PENNSYLVANIA AVENUE,FORT WORTH,TX,76104,Tarrant,0.784,0.000,0.755,0.673,2 out of 10,1 out of 9,2 out of 10,0.828,0.000,1.170,0.897,0 out of 10,2 out of 9,2 out of 10,3 out of 10,0.781,0.000,1.086,0.590,3 out of 10,4 out of 9,4 out of 10,0.722,0.000,0.249,1.689,0 out of 10,0 out of 9,0 out of 10,0.815,0.000,1.384,0.710,2 out of 10,4 out of 9,4 out of 10,0.852,0.091,1.282,0.832,1 out of 10,3 out of 9,3 out of 10,0.000000,0.000000,0.000000,0.058824,0 out of 10,0 out of 9,0 out of 10
450137,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,1400 EIGHTH AVE,FORT WORTH,TX,76104,Tarrant,0.784,0.000,0.694,1.202,0 out of 10,0 out of 9,0 out of 10,0.828,0.000,0.505,0.359,6 out of 10,2 out of 9,6 out of 10,6 out of 10,0.781,0.000,1.479,1.038,0 out of 10,2 out of 9,2 out of 10,0.722,0.000,0.326,0.000,10 out of 10,9 out of 9,10 out of 10,0.815,0.000,0.192,0.581,3 out of 10,0 out of 9,3 out of 10,0.852,0.091,0.718,0.762,2 out of 10,0 out of 9,2 out of 10,0.000000,0.000000,0.009009,0.000000,10 out of 10,9 out of 9,10 out of 10
450147,DETAR HEALTHCARE SYSTEM,506 E SAN ANTONIO ST,VICTORIA,TX,77902,Victoria,0.784,0.000,2.014,0.663,2 out of 10,6 out of 9,6 out of 10,0.828,0.000,1.419,0.320,6 out of 10,7 out of 9,7 out of 10,5 out of 10,0.781,0.000,0.387,0.769,1 out of 10,0 out of 9,1 out of 10,0.722,0.000,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.815,0.000,0.000,1.816,0 out of 10,0 out of 9,0 out of 10,0.852,0.091,1.041,0.996,0 out of 10,0 out of 9,0 out of 10,0.000000,0.000000,0.000000,0.000000,10 out of 10,0 out of 9,10 out of 10
