"Facility Name","Facility ID","NPI","City","State","ZIP Code","Year","ASC-1 Measure Rate","ASC-1 Footnote","ASC-2 Measure Rate","ASC-2 Footnote","ASC-3 Measure Rate","ASC-3 Footnote","ASC-4 Measure Rate","ASC-4 Footnote","ASC-9 Rate","ASC-9 Footnote","ASC-10 Rate","ASC-10 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote"
SSM ST JOSEPH ENDOSCOPY CENTER LLC,26C0001077,1871536037,ST PETERS,MO,63376,2018,0.858,,0,,0,,0,,93.75,,94.79,,N/A,5,N/A,5,N/A,5,1968,No Different than the National Rate,12,9.2,15.7,
ROCKFORD GASTROENTEROLOGY ASSOCIATES LTD,14C0001059,1871536763,ROCKFORD,IL,61107,2018,0.728,,0.364,,0,,0,,94.77,,54.78,,N/A,5,N/A,5,N/A,5,4753,No Different than the National Rate,11.7,9.5,14.1,
INLAND EYE SPECIALISTS A MEDICAL CORP,05C0001623,1871538140,MURRIETA,CA,92562,2018,0,,0,,0,,0,,N/A,5,N/A,5,100,,100,,0.22,,N/A,N/A,N/A,N/A,N/A,5
SOUTHWEST ENDOSCOPY LTD,32C0001102,1871538694,ALBUQUERQUE,NM,87109,2018,0,,0,,0,,0.944,,92.2,,93.4,,N/A,5,N/A,5,N/A,5,3444,No Different than the National Rate,11.7,9.3,14.9,
PAPILLION EYE SURGICAL CENTER INC,28C0001041,1871542688,PAPILLION,NE,68046,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CONNECTICUT SURGERY CENTER LIMITED PARTNERSHIP,07C0001005,1871550392,HARTFORD,CT,6105,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PORT ST LUCIE SURGERY CENTER LTD,10C0001273,1871557652,PORT ST LUCIE,FL,34952,2018,0,,0,,0,,0.873,,95.24,,93.65,,N/A,5,0,,N/A,5,1214,No Different than the National Rate,12.2,9.2,15.7,
ROCKVILLE MD ENDOSCOPY ASC LLC,21C0001192,1871568329,ROCKVILLE,MD,20850,2018,0.479,,0.479,,0,,0.958,,75.16,,98.61,,N/A,5,N/A,5,N/A,5,3635,No Different than the National Rate,13.2,10.5,16.4,
ARIZONA DIGESTIVE INSTITUTE LLC,03C0001259,1871570424,TUCSON,AZ,85741,2018,0,,0,,0,,0.62,,81.56,,61,,N/A,5,N/A,5,N/A,5,4247,No Different than the National Rate,12.2,9.9,15.1,
SURGERY CENTER AT REGENCY PARK LLC,36C0001307,1871574145,TOLEDO,OH,43623,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,98.12,,0.07,,N/A,N/A,N/A,N/A,N/A,5
AMBULATORY SURGERY CENTER OF COOL SPRINGS LLC,44C0001103,1871575043,FRANKLIN,TN,37067,2018,0,,0,,0,,0.845,,98.33,,100,,N/A,5,99.55,,0.56,,1255,No Different than the National Rate,13.8,10.4,18.2,
OPHTHALMOLOGY LTD EYE SURGERY CENTER LLC,43C0001016,1871581876,SIOUX FALLS,SD,57108,2018,0,,0,,0.487,,0,,N/A,5,N/A,5,N/A,5,N/A,1,0.81,,N/A,N/A,N/A,N/A,N/A,5
DISCOVER VISION SURGERY AND LASER CENTER LLC,17C0001062,1871586149,LEAWOOD,KS,66211,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5
NOVAMED SURGERY CENTER OF NASHUA LLC,30C0001004,1871591248,NASHUA,NH,3063,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.8,,N/A,N/A,N/A,N/A,N/A,5
ACADIANA SURGERY CENTER INC,19C0001049,1871593269,NEW IBERIA,LA,70560,2018,0,,1.986,,0,,0,,100,,100,,N/A,5,N/A,5,N/A,5,1404,No Different than the National Rate,13.8,10.6,18.1,
DESTIN SURGERY CENTER LLC,10C0001362,1871594275,DESTIN,FL,32541,2018,0,,0,,0,,1.09,,59.35,,91.89,,N/A,5,100,,0.44,,528,No Different than the National Rate,12.3,9.2,16.6,
NORTHLAKE ENDOSCOPY CENTER,11C0001031,1871594499,TUCKER,GA,30084,2018,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,151,No Different than the National Rate,11.9,8.5,16.5,
NORTHERN ARIZONA SURGICENTER LLC,03C0001212,1871596114,FLAGSTAFF,AZ,86001,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
THE MOHS CENTER,06C0001112,1871602227,DENVER,CO,80220,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
COVENANT HIGH PLAINS SURGERY CENTER LLC,45C0001441,1871608216,LUBBOCK,TX,79410,2018,0,,0,,0,,0.912,,62.14,,74.63,,N/A,5,72.08,,N/A,1,372,No Different than the National Rate,13.5,9.8,18.2,
ENDOUROLOGICAL INSTITUTE INC,40C0001025,1871609610,HATO REY,PR,917,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SARASOTA PLASTIC SURGERY CENTER INC,10C0001320,1871644096,SARASOTA,FL,34239,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PARKWEST SURGERY CENTER LLC,06C0001026,1871658658,PUEBLO,CO,81008,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,94.44,,0,,N/A,N/A,N/A,N/A,N/A,5
CAROLINAS PHYSICIANS NETWORK INC DBA CAROLINAS GASTROENTEROLOGY CENTER BALLANTYNE,34C0001137,1871674481,CHARLOTTE,NC,28277,2018,0,,0.685,,0,,0.685,,93.15,,89.85,,N/A,5,N/A,5,N/A,5,3489,No Different than the National Rate,10.8,8.5,14,
TRI STATE CENTERS FOR SIGHT INC,36C0001010,1871698894,CINCINNATI,OH,45236,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.15,,N/A,N/A,N/A,N/A,N/A,5
CONGRESSIONAL AMBULATORY SURGERY CENTER LLC,21C0001430,1871711689,ROCKVILLE,MD,20850,2018,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PRINCE GEORGES MULTI SPECIALTY SURGERY CENTER,21C0001073,1871718270,LANDOVER,MD,20785,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BALL OUTPATIENT SURGERY CENTER LLC,15C0001166,1871720540,MUNCIE,IN,47303,2018,0,,0,,0,,1.436,,100,,100,,N/A,5,85.42,,0,,919,No Different than the National Rate,12.8,9.6,17,
RIVERVIEW AMBULATORY SURGICAL CENTER LLC,39C0001087,1871729111,KINGSTON,PA,18704,2018,0,,0,,0,,0.754,,56.48,,18.87,,N/A,5,83.33,,N/A,5,537,No Different than the National Rate,12.8,9.4,17.1,
WESTMINSTER SURGERY CENTER,21C0001477,1871751859,WESTMINSTER,MD,21157,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
WEST METRO ENDOSCOPY CENTER LLC,11C0001316,1871764712,DOUGLASVILLE,GA,30134,2018,0,,0,,0,,0,,85.23,,0.28,,N/A,5,N/A,5,N/A,5,1117,No Different than the National Rate,13,9.7,17.1,
SURGICAL EYE EXPERTS LLC DBA SURGICAL EXPERT OF NEW ENGLAND LLC,22C0001072,1871774174,WORCESTER,MA,1605,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.25,,N/A,N/A,N/A,N/A,N/A,5
TERRE HAUTE SURGICAL CENTER LLC,15C0001158,1871799510,TERRE HAUTE,IN,47802,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,1.45,,N/A,N/A,N/A,N/A,N/A,5
GATEWAY SURGERY CENTER LLC,39C0001235,1871804815,EDWARDSVILLE,PA,18704,2018,0,,0,,0,,0,,92.68,,91.81,,N/A,5,N/A,1,N/A,5,2270,No Different than the National Rate,12.8,10,16.4,
HILLSIDE ENDOSCOPY CENTER LLC,39C0001285,1871811257,HANOVER,PA,17331,2018,0,,0,,0,,0,,85.34,,96.88,,N/A,5,N/A,5,N/A,5,376,No Different than the National Rate,11.7,8.5,16,
NORTHWEST REGIONAL SURGERY CENTER LLC,15C0001188,1871838003,MERRILLVILLE,IN,46410,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SPALDING ENDOSCOPY CENTER LLC,11C0001400,1871841544,GRIFFIN,GA,30224,2018,0,,0,,0,,2.924,,79.8,,0.62,,N/A,5,N/A,5,N/A,5,1023,No Different than the National Rate,12.9,9.7,17.1,
WISCONSIN LASER AND SURGERY CENTER LLC,52C0001039,1871847319,MILWAUKEE,WI,53226,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.36,,N/A,N/A,N/A,N/A,N/A,5
THE CENTER FOR SPECIALIZED SURGERY AT FORT MYERS,10C0001569,1871868422,FORT MYERS,FL,33901,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
GWINNETT SURGERY CENTER LLC,11C0001376,1871895821,LAWRENCEVILLE,GA,30046,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
HEALTHONE RIDGE VIEW ENDOSCOPY CENTER LLC,06C0001032,1871912485,ENGLEWOOD,CO,80113,2018,0,,0,,0,,0,,93.75,,98.96,,N/A,5,N/A,5,N/A,5,2498,No Different than the National Rate,11.5,9,14.7,
GRAND GI AND ENDOSCOPY GROUP INC,05C0002074,1871914291,LOS ANGELES,CA,90020,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,429,No Different than the National Rate,10.8,7.9,14.5,
SURGICAL EYE CENTER OF SAN ANTONIO,45C0001566,1871915041,LIVE OAK,TX,78233,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.28,,N/A,N/A,N/A,N/A,N/A,5
PRESTON SURGERY CENTER LLC,45C0001568,1871924027,FRISCO,TX,75034,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,7
NORTHWEST EYELID AND ORBITAL SPECIALISTS PS,50C0001304,1871929646,SPOKANE,WA,99202,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
AMBULATORY SURGERY CENTER FOR PELVIC NEURO SCIENCE LLC,21C0001596,1871941468,LUTHERVILLE TIMONIUM,MD,21093,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BAPTIST SURGERY AND ENDOSCOPY CENTERS LLC DBA BAPTIST HEALTH ENDOSCOPY CENTER AT GALLOWAY SOUTH,10C0001555,1871966507,MIAMI,FL,33173,2018,0,,0,,0,,0,,100,,100,,N/A,5,N/A,5,N/A,5,1043,No Different than the National Rate,13.6,10.4,18,
INNOVATIVE SURGERY CENTER LLC,21C0001574,1881002343,HAVRE DE GRACE,MD,21078,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ADVANCED SURGERY CENTER OF TAMPA LLC,10C0001589,1881013142,TAMPA,FL,33606,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,0,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ACE ENDOSCOPY AND SURGERY CENTER,05C0002064,1881015584,RIALTO,CA,92377,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,149,No Different than the National Rate,13.1,9.4,18.3,
ACE ENDOSCOPY AND SURGERY CENTER,05C0005206,1881015584,RIALTO,CA,92377,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,149,No Different than the National Rate,13.1,9.4,18.3,
KEARNEY PAIN TREATMENT CENTER LLC,28C0001057,1881031235,KEARNEY,NE,68847,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,68.75,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
WESTERVILLE ENDOSCOPY CENTER LLC,36C0001283,1881035509,WESTERVILLE,OH,43015,2018,0,,0,,0,,2.398,,66.47,,18.36,,N/A,5,N/A,5,N/A,5,1046,No Different than the National Rate,13.3,10,17.5,
PARAGON LASER AND EYE SURGERY CENTER,45C0001592,1881060457,ARLINGTON,TX,76012,2018,0,,0.872,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.03,,N/A,N/A,N/A,N/A,N/A,5
HEART AND VASCULAR SURGICAL CENTER LLC,03C0001374,1881074102,MESA,AZ,85206,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
FREEMAN SURGICAL CENTER OF PITTSBURG LLC,17C0001045,1881089076,PITTSBURG,KS,66762,2018,0,,0,,0,,0,,N/A,1,N/A,1,N/A,5,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
CENTER FOR COLON AND DIGESTIVE DISEASES LLC,42C0001085,1881094894,AIKEN,SC,29801,2018,0,,0,,0,,0,,88.6,,74.1,,N/A,5,N/A,5,N/A,5,1283,No Different than the National Rate,12.2,9.2,16.2,
BANNER ESTRELLA SURGERY CENTER LLC,03C0001284,1881113785,PHOENIX,AZ,85037,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,39,No Different than the National Rate,12.1,8.7,16.8,
TEXAS HEALTH SPINE SURGERY CENTER ALLEN LLC,45C0001650,1881124550,ALLEN,TX,75013,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
RENAL ASSOCIATES P A,45C0001643,1881125870,SAN ANTONIO,TX,78207,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BELLIN HEALTH MARINETTE SURGERY CENTER,52C0001115,1881129351,MARINETTE,WI,54143,2018,0,,0,,0,,0,,100,,99.42,,N/A,5,90.73,,N/A,5,286,No Different than the National Rate,13.8,10,18.7,
FRESENIUS VASCULAR CARE OF PENSACOLA ASC LLC,10C0001622,1881131621,PENSACOLA,FL,19355,2018,0,,0,,0,,3.717,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PORT JEFFERSON ASC LLC,33C0001176,1881134815,PORT JEFFERSON STATION,NY,11776,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ULNA SURGERY CENTER,11C0001462,1881147965,JOHNS CREEK,GA,30097,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
THE HAND AND UPPER EXTREMITY SURGERY CENTER OF GEORGIA LLC,11C0001247,1881612042,ATLANTA,GA,30342,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BAY EYES SURGERY CENTER,01C0001045,1881618403,FAIRHOPE,AL,36532,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.19,,N/A,N/A,N/A,N/A,N/A,5
MIDLANDS ORTHOPAEDICS SURGERY CENTER LLC,42C0001068,1881620466,COLUMBIA,SC,29201,2018,0.431,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SUNCOAST ENDOSCOPY OF SARASOTA LLC,10C0001378,1881627578,SARASOTA,FL,34239,2018,0,,0,,0,,0,,87.2,,90.1,,N/A,5,88.06,,N/A,5,3412,No Different than the National Rate,12.2,9.7,15.1,
NEW IBERIA SURGERY CENTER LLC,19C0001072,1881631497,NEW IBERIA,LA,70560,2018,0,,0,,0,,1.484,,N/A,1,N/A,1,100,,N/A,1,0,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
DOHENY ENDOSURGICAL CENTER INC,05C0001751,1881642288,BEVERLY HILLS,CA,90211,2018,0,,0,,7.752,,0,,63.49,,66.67,,N/A,5,N/A,5,N/A,5,574,No Different than the National Rate,11.8,8.8,15.9,
ANMED ENTERPRISES INC UPSTATE ENDOSCOPY CENTER INC LLC,42C0001055,1881645810,ANDERSON,SC,29621,2018,0,,0.739,,0,,1.478,,100,,97.92,,N/A,5,N/A,5,N/A,5,2307,No Different than the National Rate,9.7,7.6,12.6,
GATEWAY SURGERY CENTER LLC,16C0001011,1881651206,CLINTON,IA,52732,2018,1.218,,0,,0,,0,,100,,100,,N/A,5,95.24,,N/A,5,670,No Different than the National Rate,12.7,9.4,17.1,
MEDICAL PLAZA ENDOSCOPY UNIT LLC,37C0001026,1881651453,NORMAN,OK,73071,2018,0,,0,,0,,0,,88,,15.65,,N/A,5,N/A,5,N/A,5,823,No Different than the National Rate,12.9,9.8,16.8,
CUMBERLAND VALLEY SURGERY CENTER,21C0001380,1881658524,HAGERSTOWN,MD,21740,2018,0,,2.037,,0,,0,,N/A,1,N/A,1,N/A,5,99.35,,N/A,5,73,No Different than the National Rate,12.3,8.8,17.3,
WEST HILLS SURGICAL CENTER LTD,05C0001358,1881659613,WEST HILLS,CA,91307,2018,0,,0,,0,,0,,98.96,,97.92,,N/A,5,0,,1.24,,1652,No Different than the National Rate,11.2,8.6,14.5,
LEADER SURGICAL CENTER INC,39C0001088,1881662799,YORK,PA,17403,2018,0,,0,,0,,0,,100,,100,,N/A,5,0.9,,N/A,5,602,No Different than the National Rate,11.9,8.9,16.2,
SILICON VALLEY SURGERY CENTER LP,05C0001465,1881662856,LOS GATOS,CA,95032,2018,0,,0,,0.75,,0.75,,100,,100,,N/A,5,0,,N/A,5,1231,No Different than the National Rate,12,9.1,15.6,
FLORHAM PARK ENDOSCOPY ASC LLC,31C0001122,1881667368,FLORHAM PARK,NJ,7932,2018,0,,0.401,,0,,0.802,,100,,100,,N/A,5,N/A,5,N/A,5,4996,No Different than the National Rate,11,8.9,13.6,
PASO DEL NORTE SURGERY CENTER,45C0001247,1881678662,EL PASO,TX,79912,2018,0,,2.584,,0,,0,,100,,80.95,,N/A,5,99.62,,N/A,5,145,No Different than the National Rate,13.5,9.6,19.1,
MCPEAK SURGERY CENTER LLC,18C0001010,1881684538,GLASGOW,KY,42141,2018,0,,0,,0,,0.402,,N/A,5,N/A,5,N/A,5,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5
ATHENS SURGERY CENTER LTD,36C0001199,1881686293,ATHENS,OH,45701,2018,0,,0,,0,,0,,92.39,,80.56,,N/A,5,100,,0,,309,No Different than the National Rate,12.1,8.9,16.4,
TURKS HEAD SURGERY CENTER LLC,39C0001187,1881687614,WEST CHESTER,PA,19380,2018,0,,0,,0,,0.544,,40.3,,N/A,1,N/A,5,100,,0.45,,95,No Different than the National Rate,12.3,8.8,17.2,
SPINE AND PAIN TREATMENT MEDICAL CENTER OF SANTA MARIA INC,05C0001539,1881688554,SANTA MARIA,CA,93458,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ADVANCED AMBULATORY SURGERY CENTER LP,05C0001692,1881690949,REDLANDS,CA,92374,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,99.82,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
REVISION ADVANCED SURGERY CENTER INC,36C0001197,1881695732,MANSFIELD,OH,44907,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.96,,N/A,N/A,N/A,N/A,N/A,5
RIVERSIDE PARK SURGICENTER INC,10C0001167,1881697522,JACKSONVILLE,FL,32204,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,1,0.35,,N/A,N/A,N/A,N/A,N/A,5
CENTER FOR DAY SURGERY,44C0001111,1881699106,TULLAHOMA,TN,37388,2018,0,,0,,0,,0,,N/A,5,N/A,5,100,,74.18,,0,,N/A,N/A,N/A,N/A,N/A,5
WASATCH ENDOSCOPY CENTER LTD,46C0001016,1881701290,SALT LAKE CITY,UT,84124,2018,0,,0,,0,,0.864,,94.79,,89.58,,N/A,5,N/A,5,N/A,5,2070,No Different than the National Rate,11.6,8.9,15.1,
WATERFRONT SURGERY CENTER LLC,39C0001138,1881704237,HOMESTEAD,PA,15120,2018,0,,0,,0,,0,,91.48,,83,,N/A,5,91.8,,2.52,,816,No Different than the National Rate,14,10.5,18.9,
SYSTEM OPTICS INC,36C0001120,1881728590,TALLMADGE,OH,44278,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.88,,N/A,N/A,N/A,N/A,N/A,5
MILLENIA SURGERY CENTER LLC,10C0001434,1881736734,ORLANDO,FL,32811,2018,0,,0,,0,,0,,100,,100,,N/A,5,100,,N/A,5,332,No Different than the National Rate,12.4,9,17,
BAY SURGERY CENTER LP,05C0001567,1881765964,OAKLAND,CA,94609,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ST GEORGE SURGICAL CENTER LP,46C0001008,1881770592,ST GEORGE,UT,84770,2018,0,,0,,0,,0,,N/A,1,N/A,1,N/A,5,91.91,,0.15,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
NEW LEXINGTON CLINIC PSC,18C0001019,1881789964,LEXINGTON,KY,40504,2018,0,,0.348,,0,,2.086,,N/A,5,N/A,5,N/A,5,99.63,,0,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
SACRAMENTO EYE SURGICENTER,55C0001062,1881792596,SACRAMENTO,CA,95816,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.34,,N/A,N/A,N/A,N/A,N/A,5
DUKE TRIANGLE ENDOSCOPY CENTER LLC,34C0001127,1881793990,DURHAM,NC,27713,2018,1.681,,0,,0,,0,,97.21,,96.6,,N/A,5,N/A,5,N/A,5,2019,No Different than the National Rate,10,7.6,13.1,
FAIRFIELD SURGERY CENTER LLC,07C0001024,1881804508,FAIRFIELD,CT,6825,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,98.58,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ENDOSCOPY CENTER OF LODI,05C0001893,1881839959,LODI,CA,95240,2018,0,,1.25,,0,,0,,91.67,,96.88,,N/A,5,N/A,5,N/A,5,1508,No Different than the National Rate,11.8,9,15.5,
NORTH PACIFIC DERMATOLOGY PS,50C0001286,1881845907,RENTON,WA,98057,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTHEAST GEORGIA UROLOGICAL SURGERY CENTER LLC,11C0001331,1881850121,GAINESVILLE,GA,30501,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CORVALLIS CLINIC PC DBA THE CORVALLIS CLINIC SURGERY CENTER,38C0001081,1881850386,CORVALLIS,OR,97330,2018,0,,0,,0,,0,,83.14,,94.26,,N/A,5,100,,1.95,,782,No Different than the National Rate,12.6,9.4,17.1,
BERGAN MERCY SURGERY CENTER LLC,28C0001051,1881858918,OMAHA,NE,68124,2018,0,,0,,0,,0,,98.36,,75,,100,,99.37,,1.16,,182,No Different than the National Rate,12.8,9.3,17.8,
THE BUX MONT ENDOSCOPY CENTER LP,39C0001261,1881862670,SELLERSVILLE,PA,18960,2018,0,,0,,0,,1.751,,99.4,,89.55,,N/A,5,N/A,5,N/A,5,1772,No Different than the National Rate,14.1,10.8,18.3,
SKIN AND MOHS SURGERY CENTER LLC,26C0001115,1881875227,LEES SUMMIT,MO,64064,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PREMIER HEALTH ASSOCIATES LLC,31C0001211,1881882785,SPARTA,NJ,7871,2018,0,,0,,0,,0,,96.96,,100,,N/A,5,N/A,1,N/A,5,1030,No Different than the National Rate,12.5,9.4,16.7,
SURGCENTER PINELLAS LLC,10C0001560,1881905792,LARGO,FL,33773,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,1.42,,N/A,N/A,N/A,N/A,N/A,5
ORTHOCARE SURGERY CENTER LLC,11C0001355,1881910818,ALBANY,GA,31721,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,94.63,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGERY CENTER OF BONE AND JOINT INSTITUTE,11C0001361,1881911451,JESUP,GA,31545,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
N W EYE SURGEONS P C,50C0001294,1881928976,MOUNT VERNON,WA,98273,2018,0,,0.574,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,0.12,,N/A,N/A,N/A,N/A,N/A,5
HAFA ADAI SPECIALIST GROUP,65C0001001,1881929842,TAMUNING,GU,96913,2018,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,184,No Different than the National Rate,13.6,9.8,18.8,
CENTRAL OHIO UROLOGY SURGERY CENTER LLC,36C0001276,1881948073,GAHANNA,OH,43230,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CENTER FOR SPINE AND PAIN MEDICINE,44C0001183,1881962348,CHATTANOOGA,TN,37421,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGERY CENTRE OF SW FLORIDA LLC,10C0001571,1881969269,CAPE CORAL,FL,33990,2018,0,,0,,0,,0,,95.58,,89.83,,N/A,5,N/A,5,N/A,5,3686,No Different than the National Rate,11.4,9.2,14,
NMOFS AMBULATORY SURGICAL CENTER PC,20C0001015,1881983096,PRESQUE ISLE,ME,4769,2018,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PARK AVENUE SURGERY CENTER LLC,31C0001321,1881997930,EDISON,NJ,8820,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
AMBULATORY UROLOGY SURGICAL CENTER LLC,21C0001262,1891022000,CUMBERLAND,MD,21502,2018,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
