"Facility ID","Facility Name","Address","City","State","ZIP Code","County","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends.","Patients who reported PROBABLY YES they would recommend the facility to family or friends.","Patients who reported NO, they would not recommend the facility to family or friends.","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
390153,PAOLI HOSPITAL,255 WEST LANCASTER AVENUE,PAOLI,PA,19301,CHESTER,(610) 648-1000,98,2,0,99,91,7,2,95,91,8,1,96,92,7,1,97,,1253,386,31,10/01/2018,09/30/2019
390160,CANONSBURG GENERAL HOSPITAL,100 MEDICAL BOULEVARD,CANONSBURG,PA,15317,WASHINGTON,(724) 873-5892,,,,,,,,,,,,,,,,,4,,,,,
390168,BUTLER MEMORIAL HOSPITAL,ONE HOSPITAL WAY,BUTLER,PA,16001,BUTLER,(724) 283-6666,97,3,0,98,90,8,2,94,86,12,2,94,88,11,1,96,,1612,234,15,10/01/2018,09/30/2019
390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,111 SOUTH 11TH STREET,PHILADELPHIA,PA,19107,PHILADELPHIA,(215) 955-6000,96,4,0,98,92,6,2,95,86,12,2,95,86,13,1,95,,5292,1264,24,10/01/2018,09/30/2019
390179,CHESTER COUNTY HOSPITAL,701 EAST MARSHALL STREET,WEST CHESTER,PA,19380,CHESTER,(610) 431-5000,97,3,0,98,92,7,1,95,84,14,2,94,85,13,2,94,,2070,637,31,10/01/2018,09/30/2019
390180,CROZER CHESTER MEDICAL CENTER,ONE MEDICAL CENTER BOULEVARD,UPLAND,PA,19013,DELAWARE,(610) 447-2000,96,3,1,98,91,8,1,95,81,17,2,93,80,18,2,93,,4924,640,13,10/01/2018,09/30/2019
390185,LEHIGH VALLEY HOSPITAL - HAZLETON,700 EAST BROAD STREET,HAZLETON,PA,18201,LUZERNE,(570) 501-4000,96,4,0,98,89,8,3,93,80,15,5,92,69,31,0,90,3,365,57,16,10/01/2018,09/30/2019
390195,MAIN LINE HOSPITAL LANKENAU,100 LANCASTER AVE,WYNNEWOOD,PA,19096,MONTGOMERY,(610) 645-2000,97,3,0,98,91,8,1,95,87,12,1,95,85,13,2,94,,2488,666,27,10/01/2018,09/30/2019
390201,LEHIGH VALLEY HOSPITAL - POCONO,206 EAST BROWN STREET,EAST STROUDSBURG,PA,18301,MONROE,(570) 421-4000,97,3,0,98,90,8,2,94,80,17,3,92,76,20,4,91,,1002,239,24,10/01/2018,09/30/2019
390217,EXCELA HEALTH - FRICK HOSPITAL,508 SOUTH CHURCH STREET,MOUNT PLEASANT,PA,15666,WESTMORELAND,(724) 547-1500,97,3,0,99,93,6,1,96,87,12,1,94,78,21,1,92,,1000,352,35,10/01/2018,09/30/2019
390219,EXCELA HEALTH LATROBE HOSPITAL,ONE MELLON WAY,LATROBE,PA,15650,WESTMORELAND,(724) 537-1000,98,2,0,99,92,7,1,95,88,10,2,95,84,15,1,94,,1353,516,38,10/01/2018,09/30/2019
390222,RIDDLE MEMORIAL HOSPITAL,1068 WEST BALTIMORE PIKE,MEDIA,PA,19063,DELAWARE,(610) 566-9400,97,3,0,98,94,5,1,96,84,14,2,94,83,15,2,93,,1338,432,32,10/01/2018,09/30/2019
390223,PENN PRESBYTERIAN MEDICAL CENTER,51 NORTH 39TH STREET,PHILADELPHIA,PA,19104,PHILADELPHIA,(215) 662-8000,96,3,1,98,91,6,3,94,88,8,4,94,84,13,3,93,,1781,405,23,10/01/2018,09/30/2019
390226,PENNSYLVANIA HOSPITAL,800 SPRUCE STREET,PHILADELPHIA,PA,19107,PHILADELPHIA,(215) 829-3000,96,4,0,98,92,6,2,95,84,14,2,93,85,12,3,93,,2253,569,25,10/01/2018,09/30/2019
390231,ABINGTON MEMORIAL HOSPITAL,1200 OLD YORK ROAD,ABINGTON,PA,19001,MONTGOMERY,(215) 481-2000,97,3,0,98,92,6,2,95,85,12,3,93,82,16,2,93,,1597,479,30,10/01/2018,09/30/2019
390265,JEFFERSON HOSPITAL,565 COAL VALLEY ROAD,JEFFERSON HILLS,PA,15025,ALLEGHENY,(412) 469-5000,,,,,,,,,,,,,,,,,4,,,,,
390267,FORBES HOSPITAL,2570 HAYMAKER ROAD,MONROEVILLE,PA,15146,ALLEGHENY,(412) 858-2000,,,,,,,,,,,,,,,,,4,,,,,
390268,MOUNT NITTANY MEDICAL CENTER,1800 EAST PARK AVE,STATE COLLEGE,PA,16803,CENTRE,(814) 231-7000,98,2,0,99,92,7,1,96,86,11,3,94,84,14,2,94,,4002,1335,34,10/01/2018,09/30/2019
390312,EASTERN REGIONAL MEDICAL CENTER,1331 EAST WYOMING AVENUE,PHILADELPHIA,PA,19124,PHILADELPHIA,(215) 744-6728,98,2,0,99,95,4,1,97,95,3,2,98,95,4,1,98,,738,221,30,10/01/2018,09/30/2019
390316,SURGICAL INSTITUTE OF READING,2752 CENTURY BOULEVARD,WYOMISSING,PA,19610,BERKS,(717) 999-9999,97,3,0,98,92,6,2,95,86,11,3,94,86,12,2,94,,1233,505,41,10/01/2018,09/30/2019
390322,ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL,3300 TILLMAN DRIVE,BENSALEM,PA,19020,BUCKS,(215) 244-7400,99,1,0,99,93,6,1,96,94,6,0,97,92,7,1,97,,2294,865,38,10/01/2018,09/30/2019
391312,PENN HIGHLANDS BROOKVILLE,100 HOSPITAL ROAD,BROOKVILLE,PA,15825,JEFFERSON,(814) 849-2312,,,,,,,,,,,,,,,,,4,,,,,
391315,PENN HIGHLANDS ELK,763 JOHNSONBURG ROAD,SAINT MARYS,PA,15857,ELK,(814) 788-8000,,,,,,,,,,,,,,,,,4,,,,,
410004,ROGER WILLIAMS MEDICAL CENTER,825 CHALKSTONE AVENUE,PROVIDENCE,RI,2908,PROVIDENCE,(401) 456-2025,94,5,1,97,87,9,4,91,80,18,2,93,80,19,1,93,,2342,383,17,10/01/2018,09/30/2019
410005,OUR LADY OF FATIMA HOSPITAL,200 HIGH SERVICE AVENUE,NORTH PROVIDENCE,RI,2904,PROVIDENCE,(401) 456-3000,98,2,0,99,89,8,3,93,82,14,4,93,81,15,4,92,,1884,247,13,10/01/2018,09/30/2019
410006,NEWPORT HOSPITAL,11 FRIENDSHIP STREET,NEWPORT,RI,2840,NEWPORT,(401) 846-6400,98,2,0,99,94,5,1,96,88,10,2,95,85,14,1,95,,999,335,34,10/01/2018,09/30/2019
410007,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,RI,2903,PROVIDENCE,(401) 444-4000,95,4,1,97,90,8,2,94,81,16,3,93,77,20,3,91,,2163,625,30,10/01/2018,09/30/2019
410008,SOUTH COUNTY HOSPITAL INC,100 KENYON AVE,WAKEFIELD,RI,2879,WASHINGTON,(401) 782-8020,97,3,0,98,89,8,3,93,92,7,1,96,91,8,1,96,,1289,378,30,10/01/2018,09/30/2019
410012,THE MIRIAM HOSPITAL,164 SUMMIT AVENUE,PROVIDENCE,RI,2906,PROVIDENCE,(401) 793-2500,97,3,0,98,91,7,2,94,90,9,1,95,92,7,1,97,,1560,544,36,10/01/2018,09/30/2019
420004,MUSC MEDICAL CENTER,169 ASHLEY AVE,CHARLESTON,SC,29425,CHARLESTON,(843) 792-2300,96,3,1,98,93,6,1,96,88,10,2,95,89,9,2,95,,4173,1093,26,10/01/2018,09/30/2019
420007,SPARTANBURG MEDICAL CENTER FOR REHAB MEDICINE,101 E WOOD ST,SPARTANBURG,SC,29303,SPARTANBURG,(864) 560-6554,97,3,0,98,91,7,2,95,83,14,3,94,82,17,1,93,,8540,2326,27,10/01/2018,09/30/2019
420020,TIDELANDS GEORGETOWN MEMORIAL HOSPITAL,606 BLACK RIVER RD DRAWER 1718,GEORGETOWN,SC,29440,GEORGETOWN,(843) 527-7000,,,,,,,,,,,,,,,,,4,,,,,
420027,ANMED HEALTH,800 N FANT ST,ANDERSON,SC,29621,ANDERSON,(864) 512-2830,98,2,0,99,93,6,1,96,85,13,2,94,82,17,1,93,,3444,897,26,10/01/2018,09/30/2019
420053,NEWBERRY COUNTY MEMORIAL HOSPITAL,2669 KINARD ST,NEWBERRY,SC,29108,NEWBERRY,(803) 405-7145,98,2,0,99,93,6,1,96,86,10,4,94,80,17,3,92,,898,297,33,10/01/2018,09/30/2019
420066,LAKE CITY COMMUNITY HOSPITAL,258 N RON MCNAIR BLVD,LAKE CITY,SC,29560,FLORENCE,(843) 374-2036,95,5,0,98,94,5,1,97,80,17,3,92,75,18,7,88,,452,125,28,10/01/2018,09/30/2019
420071,SELF REGIONAL HEALTHCARE,1325 SPRING STREET,GREENWOOD,SC,29646,GREENWOOD,(864) 227-4111,97,3,0,98,90,8,2,94,85,12,3,93,81,17,2,93,,3054,681,23,10/01/2018,09/30/2019
420072,HAMPTON REGIONAL MEDICAL CENTER,595 WEST CAROLINA AVENUE,VARNVILLE,SC,29944,HAMPTON,(803) 943-2771,96,3,1,97,89,6,5,92,78,17,5,92,79,17,4,91,,644,121,19,10/01/2018,09/30/2019
420082,AIKEN REGIONAL MEDICAL CENTER,302 UNIVERSITY PARKWAY,AIKEN,SC,29801,AIKEN,(803) 641-5900,94,5,1,96,87,9,4,92,77,18,5,91,69,28,3,88,,994,267,27,10/01/2018,09/30/2019
420098,TIDELANDS WACCAMAW COMMUNITY HOSPITAL,4070 HIGHWAY 17 BYPASS PO DRAWER 3350,MURRELLS INLET,SC,29576,HORRY,(843) 652-1000,,,,,,,,,,,,,,,,,4,,,,,
420103,PELHAM MEDICAL CENTER,250 WESTMORELAND ROAD,GREER,SC,29651,GREENVILLE,(864) 560-6554,98,2,0,99,91,7,2,95,86,11,3,94,87,11,2,95,,1819,532,29,10/01/2018,09/30/2019
430005,"PRAIRIE LAKES HEALTHCARE SYSTEM, INC",401 9TH AVENUE NW,WATERTOWN,SD,57201,CODINGTON,(605) 882-7000,97,2,1,98,90,8,2,94,84,13,3,93,83,15,2,93,,2577,362,14,10/01/2018,09/30/2019
430008,BROOKINGS HEALTH SYSTEM,300 22ND AVE,BROOKINGS,SD,57006,BROOKINGS,(605) 696-9000,98,2,0,99,95,4,1,97,91,7,2,95,91,9,0,97,,1949,326,17,10/01/2018,09/30/2019
430048,REGIONAL HEALTH SPEARFISH HOSPITAL,1440 N MAIN ST,SPEARFISH,SD,57783,LAWRENCE,(605) 644-4000,98,2,0,99,91,7,2,95,86,12,2,94,86,12,2,95,,2165,333,15,10/01/2018,09/30/2019
430077,REGIONAL HEALTH RAPID CITY HOSPITAL,353 FAIRMONT BLVD,RAPID CITY,SD,57701,PENNINGTON,(605) 755-1000,95,4,1,97,90,8,2,94,70,24,6,89,74,22,4,89,,5134,672,13,10/01/2018,09/30/2019
430089,DUNES SURGICAL HOSPITAL,600 N SIOUX POINT ROAD,DAKOTA DUNES,SD,57049,UNION,(605) 232-3332,98,2,0,99,90,8,2,94,85,14,1,94,90,9,1,96,,1624,621,39,10/01/2018,09/30/2019
430093,SAME DAY SURGERY CENTER LLC,651 CATHEDRAL DRIVE,RAPID CITY,SD,57701,PENNINGTON,(605) 755-9900,98,2,0,99,94,5,1,97,90,7,3,94,89,10,1,95,,727,132,18,10/01/2018,09/30/2019
430095,AVERA HEART HOSPITAL OF SOUTH DAKOTA,4500 W 69TH ST,SIOUX FALLS,SD,57108,LINCOLN,(605) 977-7000,98,2,0,99,88,8,4,92,90,9,1,96,94,5,1,98,,711,376,53,10/01/2018,09/30/2019
431320,REGIONAL HEALTH LEAD-DEADWOOD HOSPITAL,61 CHARLES STREET,DEADWOOD,SD,57732,LAWRENCE,(605) 717-6000,98,2,0,99,94,5,1,97,85,12,3,94,92,8,0,97,3,349,58,17,10/01/2018,09/30/2019
431321,REGIONAL HEALTH STURGIS HOSPITAL,2140 JUNCTION AVE,STURGIS,SD,57785,MEADE,(605) 720-2400,95,5,0,98,92,6,2,95,73,23,4,91,74,26,0,92,3,257,44,17,10/01/2018,09/30/2019
440009,CUMBERLAND MEDICAL CENTER,421 S MAIN ST,CROSSVILLE,TN,38555,CUMBERLAND,(931) 484-9511,97,2,1,98,90,8,2,94,81,16,3,92,76,21,3,91,,2394,882,37,10/01/2018,09/30/2019
440010,WAYNE MEDICAL CENTER,103 J V MANGUBAT DR,WAYNESBORO,TN,38485,WAYNE,(931) 722-5411,97,3,0,98,95,5,0,98,88,9,3,95,85,13,2,94,3,130,51,39,10/01/2018,09/30/2019
440015,UNIVERSITY OF TN MEDICAL CENTER,1924 ALCOA HIGHWAY,KNOXVILLE,TN,37920,KNOX,(865) 544-9000,97,3,0,98,93,6,1,96,90,9,1,96,89,9,2,96,,7610,2166,29,10/01/2018,09/30/2019
440016,BAPTIST MEMORIAL HOSPITAL - CARROLL COUNTY,631 RB WILSON DR,HUNTINGDON,TN,38344,CARROLL,(731) 986-4461,97,3,0,98,90,8,2,94,84,12,4,93,79,20,1,93,,662,178,27,10/01/2018,09/30/2019
440018,SYCAMORE SHOALS HOSPITAL,1501 WEST ELK AVENUE,ELIZABETHTON,TN,37643,CARTER,(423) 542-1300,96,3,1,98,93,5,2,96,86,12,2,94,84,15,1,94,,1160,360,31,10/01/2018,09/30/2019
440030,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,908 W 4TH NORTH ST,MORRISTOWN,TN,37814,HAMBLEN,(423) 586-4231,96,3,1,98,90,8,2,94,84,13,3,93,79,18,3,92,,2173,605,28,10/01/2018,09/30/2019
440031,ROANE MEDICAL CENTER,8045 ROANE MEDICAL CENTER DRIVE,HARRIMAN,TN,37748,ROANE,(865) 316-1000,97,3,0,99,91,8,1,95,87,11,2,95,84,15,1,95,,1681,489,29,10/01/2018,09/30/2019
440034,METHODIST MEDICAL CENTER OF OAK RIDGE,990 OAK RIDGE TURNPIKE,OAK RIDGE,TN,37830,ANDERSON,(865) 835-1000,96,3,1,98,90,8,2,94,83,14,3,93,79,18,3,92,,2677,780,29,10/01/2018,09/30/2019
440039,VANDERBILT UNIVERSITY MEDICAL CENTER,1211 MEDICAL CENTER DRIVE,NASHVILLE,TN,37232,DAVIDSON,(615) 322-3454,97,3,0,98,94,5,1,96,89,9,2,95,90,8,2,96,,20501,5110,25,10/01/2018,09/30/2019
440048,BAPTIST MEMORIAL HOSPITAL,6019 WALNUT GROVE ROAD,MEMPHIS,TN,38120,SHELBY,(901) 226-5000,96,3,1,98,92,7,1,95,89,8,3,95,86,12,2,94,,6344,1466,23,10/01/2018,09/30/2019
440049,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,SHELBY,(901) 516-8274,96,3,1,98,90,8,2,94,86,11,3,94,81,16,3,92,,6508,1582,24,10/01/2018,09/30/2019
440057,CLAIBORNE MEDICAL CENTER,1850 OLD KNOXVILLE HIGHWAY,TAZEWELL,TN,37879,CLAIBORNE,(423) 626-4211,99,1,0,99,96,4,0,98,91,8,1,96,89,10,1,96,,709,236,33,10/01/2018,09/30/2019
440059,COOKEVILLE REGIONAL MEDICAL CENTER,1 MEDICAL CENTER BOULEVARD,COOKEVILLE,TN,38501,PUTNAM,(931) 783-2000,95,5,0,97,88,9,3,93,80,17,3,92,80,17,3,92,,3886,1125,29,10/01/2018,09/30/2019
440063,JOHNSON CITY MEDICAL CENTER,400 N STATE OF FRANKLIN RD,JOHNSON CITY,TN,37604,WASHINGTON,(423) 431-6111,95,4,1,97,86,11,3,92,76,18,6,90,73,22,5,89,,1925,445,23,10/01/2018,09/30/2019
440073,MAURY REGIONAL HOSPITAL,1224 TROTWOOD AVE,COLUMBIA,TN,38401,MAURY,(931) 381-1111,97,3,0,99,93,6,1,96,88,11,1,95,87,12,1,95,,2399,655,27,10/01/2018,09/30/2019
440081,LECONTE MEDICAL CENTER,742 MIDDLECREEK ROAD,SEVIERVILLE,TN,37862,SEVIER,(865) 446-7500,97,3,0,98,92,6,2,95,84,13,3,93,78,19,3,91,,1880,544,29,10/01/2018,09/30/2019
440110,FORT LOUDOUN MEDICAL CENTER,550 FORT LOUDON MEDICAL CENTER DR,LENOIR CITY,TN,37772,LOUDON,(865) 271-6000,98,2,0,99,92,6,2,95,88,11,1,94,84,14,2,94,,1846,725,39,10/01/2018,09/30/2019
440125,FORT SANDERS REGIONAL MEDICAL CENTER,1901 W CLINCH AVE,KNOXVILLE,TN,37916,KNOX,(865) 541-1101,95,4,1,97,90,8,2,94,81,16,3,93,85,13,2,94,,1963,481,25,10/01/2018,09/30/2019
440130,BAPTIST MEMORIAL HOSPITAL UNION CITY,1201 BISHOP ST,UNION CITY,TN,38261,OBION,(731) 885-2410,97,3,0,98,91,8,1,95,87,12,1,95,82,16,2,93,,1402,423,30,10/01/2018,09/30/2019
440131,BAPTIST MEMORIAL HOSPITAL TIPTON,1995 HIGHWAY 51 S,COVINGTON,TN,38019,TIPTON,(901) 476-2621,95,4,1,97,90,7,3,94,84,13,3,94,82,16,2,93,,769,135,18,10/01/2018,09/30/2019
440132,HENRY COUNTY MEDICAL CENTER,301 TYSON AV,PARIS,TN,38242,HENRY,(731) 642-1220,,,,,,,,,,,,,,,,,4,,,,,
440173,PARKWEST MEDICAL CENTER,9352 PARK WEST BLVD,KNOXVILLE,TN,37923,KNOX,(865) 970-9800,96,3,1,98,88,9,3,93,84,13,3,93,84,15,1,94,,1986,567,29,10/01/2018,09/30/2019
440176,INDIAN PATH COMMUNITY HOSPITAL,2000 BROOKSIDE DR,KINGSPORT,TN,37660,SULLIVAN,(423) 431-1941,95,4,1,97,91,7,2,95,82,14,4,92,79,19,2,92,,1632,442,27,10/01/2018,09/30/2019
440184,FRANKLIN WOODS COMMUNITY HOSPITAL,300 MED TECH PARKWAY,JOHNSON CITY,TN,37604,WASHINGTON,(423) 302-1120,95,4,1,97,90,8,2,94,81,16,3,93,83,14,3,93,,2151,513,24,10/01/2018,09/30/2019
441309,MARSHALL MEDICAL CENTER,1080 NORTH ELLINGTON PARKWAY,LEWISBURG,TN,37091,MARSHALL,(931) 359-6276,98,1,1,99,93,6,1,96,85,13,2,94,80,20,0,94,3,274,94,34,10/01/2018,09/30/2019
450007,PETERSON REGIONAL MEDICAL CENTER,551 HILL COUNTRY DRIVE,KERRVILLE,TX,78028,KERR,(830) 896-4200,98,2,0,99,93,6,1,96,91,8,1,96,88,10,2,95,,2088,816,39,10/01/2018,09/30/2019
450023,CITIZENS MEDICAL CENTER,2701 HOSPITAL DRIVE,VICTORIA,TX,77901,VICTORIA,(361) 573-9181,97,3,0,99,89,9,2,93,85,13,2,94,85,13,2,94,,2779,821,32,10/01/2018,09/30/2019
450032,GOOD SHEPHERD MEDICAL CENTER MARSHALL,700 E MARSHALL AVE,LONGVIEW,TX,75601,HARRISON,(903) 927-6712,97,3,0,99,93,6,1,96,85,13,2,94,82,16,2,93,,4008,1031,27,10/01/2018,09/30/2019
450034,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,2830 CALDER AVENUE,BEAUMONT,TX,77702,JEFFERSON,(409) 892-7171,96,4,0,98,90,7,3,94,86,11,3,94,84,13,3,93,,1777,466,26,10/01/2018,09/30/2019
450039,JPS HEALTH NETWORK,1500 S MAIN ST,FORT WORTH,TX,76104,TARRANT,(817) 921-3431,95,5,0,97,91,7,2,95,88,10,2,95,89,10,1,96,,4877,880,19,10/01/2018,09/30/2019
450040,COVENANT MEDICAL CENTER,3615 19TH STREET,LUBBOCK,TX,79410,LUBBOCK,(806) 725-4431,96,3,1,98,88,10,2,93,83,13,4,93,82,15,3,93,,3479,730,28,10/01/2018,09/30/2019
450044,UT SOUTHWESTERN UNIVERSITY HOSPITAL - WILLIAM P. CLEMENTS JR.,6201 HARRY HINES BLVD,DALLAS,TX,75390,DALLAS,(214) 633-5555,97,3,0,99,93,6,1,96,93,6,1,96,91,8,1,96,,5173,1367,26,10/01/2018,09/30/2019
450046,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,600 ELIZABETH STREET,CORPUS CHRISTI,TX,78404,NUECES,(361) 902-4103,96,4,0,98,91,7,2,95,85,12,3,94,81,17,2,92,,2112,436,21,10/01/2018,09/30/2019
450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,800 W RANDOL MILL RD,ARLINGTON,TX,76012,TARRANT,(817) 548-6100,97,2,1,98,92,7,1,95,88,10,2,94,84,13,3,93,,2767,624,24,10/01/2018,09/30/2019
450080,TITUS REGIONAL MEDICAL CENTER,2001 N JEFFERSON,MOUNT PLEASANT,TX,75455,TITUS,(903) 577-6000,96,4,0,98,91,7,2,95,79,17,4,91,71,26,3,89,,1404,349,25,10/01/2018,09/30/2019
450082,CHRISTUS SPOHN HOSPITAL BEEVILLE,1500 E HOUSTON HWY,BEEVILLE,TX,78102,BEE,(361) 354-2000,96,2,2,97,93,7,0,96,96,4,0,95,69,27,4,87,3,118,23,20,10/01/2018,09/30/2019
450090,NORTH TEXAS MEDICAL CENTER,1900 HOSPITAL BLVD,GAINESVILLE,TX,76240,COOKE,(940) 612-8600,96,4,0,98,92,6,2,95,80,17,3,92,73,25,2,90,,1477,478,32,10/01/2018,09/30/2019
450092,FORT DUNCAN MEDICAL CENTER,3333 N FOSTER MALDONADO BLVD,EAGLE PASS,TX,78852,MAVERICK,(830) 773-5321,91,8,1,95,87,10,3,92,78,16,6,91,73,23,4,89,,1772,235,13,10/01/2018,09/30/2019
450102,CHRISTUS MOTHER FRANCES HOSPITAL,800 EAST DAWSON,TYLER,TX,75701,SMITH,(903) 593-8441,96,4,0,98,92,7,1,96,86,10,4,94,87,11,2,95,,7913,2148,27,10/01/2018,09/30/2019
450104,GUADALUPE REGIONAL MEDICAL CENTER,1215 E COURT ST,SEGUIN,TX,78155,GUADALUPE,(830) 379-2411,96,3,1,98,89,10,1,94,88,10,2,95,82,17,1,94,,1742,411,26,10/01/2018,09/30/2019
450119,SOUTH TEXAS HEALTH SYSTEM,1102 W TRENTON ROAD,EDINBURG,TX,78539,HIDALGO,(956) 632-4484,94,5,1,96,89,9,2,93,83,13,4,93,82,14,4,92,,3513,586,17,10/01/2018,09/30/2019
450130,NIX HEALTH CARE SYSTEM,"414 NAVARRO, SUITE 600",SAN ANTONIO,TX,78205,BEXAR,(210) 271-2188,96,3,1,98,92,6,2,95,83,15,2,95,84,12,4,93,,837,149,19,10/01/2018,09/30/2019
450133,MIDLAND MEMORIAL HOSPITAL,400 ROSALIND REDFERN GROVER PARKWAY,MIDLAND,TX,79701,MIDLAND,(432) 685-1111,98,2,0,99,92,7,1,96,80,16,4,93,75,23,2,91,,1539,225,18,10/01/2018,09/30/2019
450135,TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,1301 PENNSYLVANIA AVENUE,FORT WORTH,TX,76104,TARRANT,(817) 250-2100,97,3,0,98,92,6,2,95,87,11,2,94,85,12,3,93,,6590,1266,24,10/01/2018,09/30/2019
450148,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,201 WALLS DRIVE,CLEBURNE,TX,76033,JOHNSON,(817) 641-2551,99,1,0,99,94,5,1,97,92,7,1,96,85,14,1,94,,1054,228,22,10/01/2018,09/30/2019
450154,VAL VERDE REGIONAL MEDICAL CENTER,801 BEDELL AVE,DEL RIO,TX,78840,VAL VERDE,(830) 775-8566,96,3,1,98,93,5,2,96,84,15,1,94,86,12,2,95,,1181,133,12,10/01/2018,09/30/2019
450163,CHRISTUS SPOHN HOSPITAL KLEBERG,1311 EAST GENERAL CAVAZOS BLVD,KINGSVILLE,TX,78363,KLEBERG,(361) 595-1661,98,2,0,99,97,3,0,99,91,7,2,95,83,13,4,91,,469,156,33,10/01/2018,09/30/2019
450209,NORTHWEST TEXAS HOSPITAL,1501 S COULTER ST,AMARILLO,TX,79106,POTTER,(806) 354-1110,98,2,0,99,93,6,1,96,85,13,2,94,83,15,2,93,,1020,206,20,10/01/2018,09/30/2019
450235,MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,GONZALES,TX,78629,GONZALES,(830) 672-7581,98,2,0,99,90,8,2,94,86,12,2,94,80,17,3,92,,627,166,27,10/01/2018,09/30/2019
450236,CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,115 AIRPORT RD,SULPHUR SPRINGS,TX,75482,HOPKINS,(903) 885-7671,97,3,0,98,91,7,2,95,85,13,2,94,83,16,1,94,,1313,313,24,10/01/2018,09/30/2019
450237,CHRISTUS SANTA ROSA MEDICAL CENTER,2827 BABCOCK ROAD,SAN ANTONIO,TX,78229,BEXAR,(210) 704-3342,96,3,1,97,91,7,2,95,87,8,5,93,83,13,4,93,,2469,623,26,10/01/2018,09/30/2019
450253,BELLVILLE ST JOSEPH HEALTH CENTER,44 N CUMMINGS ST,BELLVILLE,TX,77418,AUSTIN,(979) 865-3141,,,,,,,,,,,,,,,,,4,,,,,
450292,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,850 ED HALL,KAUFMAN,TX,75142,KAUFMAN,(972) 932-7200,98,2,0,99,91,7,2,95,88,11,1,96,85,14,1,95,,601,181,30,10/01/2018,09/30/2019
450324,TEXOMA MEDICAL CENTER,5016 S US HIGHWAY 75,DENISON,TX,75020,GRAYSON,(903) 416-4000,96,4,0,98,90,8,2,94,80,17,3,93,80,18,2,93,,933,258,28,10/01/2018,09/30/2019
450351,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,411 N BELKNAP ST,STEPHENVILLE,TX,76401,ERATH,(254) 965-1500,98,2,0,99,95,4,1,97,89,9,2,95,85,14,1,95,,1302,489,38,10/01/2018,09/30/2019
450352,HUNT REGIONAL MEDICAL CENTER,4215 JOE RAMSEY BLVD,GREENVILLE,TX,75401,HUNT,(903) 408-5000,96,3,1,98,89,8,3,93,82,16,2,94,83,15,2,93,,4027,809,21,10/01/2018,09/30/2019
450370,COLUMBUS COMMUNITY HOSPITAL,110 SHULT DR,COLUMBUS,TX,78934,COLORADO,(979) 732-2371,98,2,0,99,94,5,1,96,89,10,1,96,90,9,1,97,,1731,321,19,10/01/2018,09/30/2019
450411,EASTLAND MEMORIAL HOSPITAL,304 S DAUGHERTY,EASTLAND,TX,76448,EASTLAND,(254) 629-2601,96,4,0,98,90,8,2,94,75,22,3,91,73,25,2,90,,481,142,30,10/01/2018,09/30/2019
450419,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,108 DENVER TRAIL,AZLE,TX,76020,TARRANT,(817) 444-8700,98,2,0,99,94,5,1,96,81,16,3,93,81,17,2,93,,493,139,29,10/01/2018,09/30/2019
450422,BAYLOR SCOTT AND WHITE MEDICAL CENTER UPTOWN,2727 EAST LEMMON AVENUE BUILDING I,DALLAS,TX,75204,DALLAS,(214) 443-3000,97,2,1,98,90,8,2,94,91,8,1,96,88,9,3,94,,969,272,28,10/01/2018,09/30/2019
450451,GLEN ROSE MEDICAL CENTER,1021 HOLDEN STREET,GLEN ROSE,TX,76043,SOMERVELL,(254) 897-2215,98,1,1,99,94,4,2,96,86,11,3,94,90,7,3,96,,579,103,18,10/01/2018,09/30/2019
