Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Communication with Nurses Floor,Communication with Nurses Achievement Threshold,Communication with Nurses Benchmark,Communication with Nurses Baseline Rate,Communication with Nurses Performance Rate,Communication with Nurses Achievement Points,Communication with Nurses Improvement Points,Communication with Nurses Dimension Score,Communication with Doctors Floor,Communication with Doctors Achievement Threshold,Communication with Doctors Benchmark,Communication with Doctors Baseline Rate,Communication with Doctors Performance Rate,Communication with Doctors Achievement Points,Communication with Doctors Improvement Points,Communication with Doctors Dimension Score,Responsiveness of Hospital Staff Floor,Responsiveness of Hospital Staff Achievement Threshold,Responsiveness of Hospital Staff Benchmark,Responsiveness of Hospital Staff Baseline Rate,Responsiveness of Hospital Staff Performance Rate,Responsiveness of Hospital Staff Achievement Points,Responsiveness of Hospital Staff Improvement Points,Responsiveness of Hospital Staff Dimension Score,Care Transition Floor,Care Transition Achievement Threshold,Care Transition Benchmark,Care Transition Baseline Rate,Care Transition Performance Rate,Care Transition Achievement Points,Care Transition Improvement Points,Care Transition Dimension Score,Communication about Medicines Floor,Communication about Medicines Achievement Threshold,Communication about Medicines Benchmark,Communication about Medicines Baseline Rate,Communication about Medicines Performance Rate,Communication about Medicines Achievement Points,Communication about Medicines Improvement Points,Communication about Medicines Dimension Score,Cleanliness and Quietness of Hospital Environment Floor,Cleanliness and Quietness of Hospital Environment Achievement Threshold,Cleanliness and Quietness of Hospital Environment Benchmark,Cleanliness and Quietness of Hospital Environment Baseline Rate,Cleanliness and Quietness of Hospital Environment Performance Rate,Cleanliness and Quietness of Hospital Environment Achievement Points,Cleanliness and Quietness of Hospital Environment Improvement Points,Cleanliness and Quietness of Hospital Environment Dimension Score,Discharge Information Floor,Discharge Information Achievement Threshold,Discharge Information Benchmark,Discharge Information Baseline Rate,Discharge Information Performance Rate,Discharge Information Achievement Points,Discharge Information Improvement Points,Discharge Information Dimension Score,Overall Rating of Hospital Floor,Overall Rating of Hospital Achievement Threshold,Overall Rating of Hospital Benchmark,Overall Rating of Hospital Baseline Rate,Overall Rating of Hospital Performance Rate,Overall Rating of Hospital Achievement Points,Overall Rating of Hospital Improvement Points,Overall Rating of Hospital Dimension Score,HCAHPS Base Score,HCAHPS Consistency Score
490114,LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,Wise,51.80,79.08,87.12,83.32,80.74,2 out of 10,0 out of 9,2 out of 10,50.67,80.41,88.44,83.10,82.67,3 out of 10,0 out of 9,3 out of 10,35.74,65.07,80.14,73.44,79.39,9 out of 10,8 out of 9,9 out of 10,20.33,51.14,62.50,51.89,49.29,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,72.93,73.27,9 out of 10,3 out of 9,9 out of 10,41.92,65.72,79.42,72.15,73.44,6 out of 10,1 out of 9,6 out of 10,66.72,87.44,92.11,86.59,85.98,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,71.43,73.19,2 out of 10,1 out of 9,2 out of 10,31,18
490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,Galax City,51.80,79.08,87.12,78.01,76.88,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,80.18,80.28,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,66.80,69.40,3 out of 10,1 out of 9,3 out of 10,20.33,51.14,62.50,43.32,42.16,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,62.11,66.23,3 out of 10,3 out of 9,3 out of 10,41.92,65.72,79.42,67.45,68.16,2 out of 10,0 out of 9,2 out of 10,66.72,87.44,92.11,89.54,89.06,4 out of 10,0 out of 9,4 out of 10,32.47,71.59,85.12,63.42,60.17,0 out of 10,0 out of 9,0 out of 10,12,14
490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,Pulaski,51.80,79.08,87.12,80.49,81.66,3 out of 10,1 out of 9,3 out of 10,50.67,80.41,88.44,78.44,80.10,0 out of 10,1 out of 9,1 out of 10,35.74,65.07,80.14,71.65,73.84,6 out of 10,2 out of 9,6 out of 10,20.33,51.14,62.50,47.68,55.56,4 out of 10,5 out of 9,5 out of 10,26.16,63.30,73.86,67.37,74.85,10 out of 10,9 out of 9,10 out of 10,41.92,65.72,79.42,69.95,71.60,4 out of 10,1 out of 9,4 out of 10,66.72,87.44,92.11,87.41,87.40,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,68.59,75.82,3 out of 10,4 out of 9,4 out of 10,33,19
490118,HENRICO DOCTORS' HOSPITAL,1602 SKIPWITH ROAD,RICHMOND,VA,23229,Henrico,51.80,79.08,87.12,79.64,78.21,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,82.37,79.08,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,65.79,65.15,1 out of 10,0 out of 9,1 out of 10,20.33,51.14,62.50,51.27,52.62,2 out of 10,1 out of 9,2 out of 10,26.16,63.30,73.86,64.45,63.42,1 out of 10,0 out of 9,1 out of 10,41.92,65.72,79.42,64.93,66.15,1 out of 10,0 out of 9,1 out of 10,66.72,87.44,92.11,87.60,85.55,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,73.63,73.57,2 out of 10,0 out of 9,2 out of 10,7,18
490119,SENTARA PRINCESS ANNE HOSPITAL,2025 GLENN MITCHELL DRIVE,VIRGINIA BEACH,VA,23456,Virginia Beach City,51.80,79.08,87.12,79.68,78.75,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,80.33,80.56,1 out of 10,0 out of 9,1 out of 10,35.74,65.07,80.14,60.72,67.11,2 out of 10,3 out of 9,3 out of 10,20.33,51.14,62.50,50.82,53.55,2 out of 10,2 out of 9,2 out of 10,26.16,63.30,73.86,58.74,65.47,2 out of 10,4 out of 9,4 out of 10,41.92,65.72,79.42,63.75,66.50,1 out of 10,1 out of 9,1 out of 10,66.72,87.44,92.11,92.51,90.15,6 out of 10,0 out of 9,6 out of 10,32.47,71.59,85.12,81.46,79.60,6 out of 10,0 out of 9,6 out of 10,23,19
490120,CHESAPEAKE GENERAL HOSPITAL,"736 BATTLEFIELD BLVD, NORTH",CHESAPEAKE,VA,23320,Chesapeake City,51.80,79.08,87.12,75.49,75.80,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,78.26,76.76,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,62.51,59.81,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,48.56,48.12,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,59.58,59.57,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,61.90,57.34,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,85.48,85.68,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,68.00,65.59,0 out of 10,0 out of 9,0 out of 10,0,12
490122,INOVA MOUNT VERNON HOSPITAL,2501 PARKERS LANE,ALEXANDRIA,VA,22306,Fairfax,51.80,79.08,87.12,79.13,82.21,4 out of 10,3 out of 9,4 out of 10,50.67,80.41,88.44,81.33,81.73,2 out of 10,0 out of 9,2 out of 10,35.74,65.07,80.14,65.72,70.42,4 out of 10,3 out of 9,4 out of 10,20.33,51.14,62.50,56.43,58.66,6 out of 10,3 out of 9,6 out of 10,26.16,63.30,73.86,65.33,66.49,3 out of 10,1 out of 9,3 out of 10,41.92,65.72,79.42,71.39,71.72,4 out of 10,0 out of 9,4 out of 10,66.72,87.44,92.11,88.08,89.04,4 out of 10,2 out of 9,4 out of 10,32.47,71.59,85.12,73.49,77.78,5 out of 10,3 out of 9,5 out of 10,32,20
490126,LEWISGALE HOSPITAL ALLEGHANY,ONE ARH LANE - PO BOX 7,LOW MOOR,VA,24457,Alleghany,51.80,79.08,87.12,81.09,80.99,3 out of 10,0 out of 9,3 out of 10,50.67,80.41,88.44,83.16,78.11,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,68.47,71.88,5 out of 10,2 out of 9,5 out of 10,20.33,51.14,62.50,45.69,47.62,0 out of 10,1 out of 9,1 out of 10,26.16,63.30,73.86,62.03,70.27,6 out of 10,6 out of 9,6 out of 10,41.92,65.72,79.42,62.59,62.66,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,87.07,86.07,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,68.48,69.41,0 out of 10,0 out of 9,0 out of 10,15,17
490127,BUCHANAN GENERAL HOSPITAL,1535 SLATE CREEK ROAD,GRUNDY,VA,24614,Buchanan,51.80,79.08,87.12,83.31,85.30,7 out of 10,5 out of 9,7 out of 10,50.67,80.41,88.44,88.66,90.37,10 out of 10,9 out of 9,10 out of 10,35.74,65.07,80.14,70.94,84.07,10 out of 10,9 out of 9,10 out of 10,20.33,51.14,62.50,51.15,53.75,3 out of 10,2 out of 9,3 out of 10,26.16,63.30,73.86,67.91,68.82,5 out of 10,1 out of 9,5 out of 10,41.92,65.72,79.42,71.00,74.50,6 out of 10,4 out of 9,6 out of 10,66.72,87.44,92.11,82.87,87.54,1 out of 10,5 out of 9,5 out of 10,32.47,71.59,85.12,65.94,72.92,1 out of 10,3 out of 9,3 out of 10,49,20
490130,RIVERSIDE WALTER REED HOSPITAL,7519 HOSPITAL ROAD,GLOUCESTER,VA,23061,Gloucester,51.80,79.08,87.12,79.13,78.49,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,80.41,79.78,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,62.63,65.11,1 out of 10,1 out of 9,1 out of 10,20.33,51.14,62.50,51.79,53.87,3 out of 10,1 out of 9,3 out of 10,26.16,63.30,73.86,67.77,66.95,4 out of 10,0 out of 9,4 out of 10,41.92,65.72,79.42,62.81,65.42,0 out of 10,1 out of 9,1 out of 10,66.72,87.44,92.11,86.80,88.47,2 out of 10,3 out of 9,3 out of 10,32.47,71.59,85.12,66.80,66.63,0 out of 10,0 out of 9,0 out of 10,12,17
490136,BON SECOURS ST FRANCIS MEDICAL CENTER,13710 ST FRANCIS BOULEVARD,MIDLOTHIAN,VA,23114,Chesterfield,51.80,79.08,87.12,79.46,80.54,2 out of 10,1 out of 9,2 out of 10,50.67,80.41,88.44,80.87,80.37,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,62.42,60.27,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,54.25,54.65,3 out of 10,0 out of 9,3 out of 10,26.16,63.30,73.86,62.71,61.77,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,67.11,66.18,1 out of 10,0 out of 9,1 out of 10,66.72,87.44,92.11,87.95,88.78,3 out of 10,1 out of 9,3 out of 10,32.47,71.59,85.12,74.73,77.40,4 out of 10,2 out of 9,4 out of 10,13,16
490140,"STAFFORD HOSPITAL, LLC",101 HOSPITAL CENTER BOULEVARD,STAFFORD,VA,22554,Stafford,51.80,79.08,87.12,82.35,79.68,1 out of 10,0 out of 9,1 out of 10,50.67,80.41,88.44,77.59,76.77,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,69.95,66.98,2 out of 10,0 out of 9,2 out of 10,20.33,51.14,62.50,58.01,51.55,1 out of 10,0 out of 9,1 out of 10,26.16,63.30,73.86,62.33,61.96,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,69.00,66.26,1 out of 10,0 out of 9,1 out of 10,66.72,87.44,92.11,88.13,86.12,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,76.92,72.70,1 out of 10,0 out of 9,1 out of 10,6,17
490141,SPOTSYLVANIA REGIONAL MEDICAL CENTER,4600 SPOTSYLVANIA PARKWAY,FREDERICKSBURG,VA,22408,Spotsylvania,51.80,79.08,87.12,73.26,76.42,0 out of 10,2 out of 9,2 out of 10,50.67,80.41,88.44,78.96,75.22,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,55.79,64.10,0 out of 10,3 out of 9,3 out of 10,20.33,51.14,62.50,50.03,52.09,1 out of 10,1 out of 9,1 out of 10,26.16,63.30,73.86,59.56,63.60,1 out of 10,2 out of 9,2 out of 10,41.92,65.72,79.42,65.07,67.49,2 out of 10,1 out of 9,2 out of 10,66.72,87.44,92.11,86.34,83.60,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,68.33,69.74,0 out of 10,0 out of 9,0 out of 10,10,16
490143,RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,1500 COMMONWEALTH AVENUE,WILLIAMSBURG,VA,23185,James City,51.80,79.08,87.12,84.21,81.34,3 out of 10,0 out of 9,3 out of 10,50.67,80.41,88.44,88.04,86.80,8 out of 10,0 out of 9,8 out of 10,35.74,65.07,80.14,68.87,65.80,1 out of 10,0 out of 9,1 out of 10,20.33,51.14,62.50,58.74,59.21,7 out of 10,1 out of 9,7 out of 10,26.16,63.30,73.86,66.97,65.91,3 out of 10,0 out of 9,3 out of 10,41.92,65.72,79.42,74.51,69.89,3 out of 10,0 out of 9,3 out of 10,66.72,87.44,92.11,89.06,87.94,1 out of 10,0 out of 9,1 out of 10,32.47,71.59,85.12,82.11,79.61,6 out of 10,0 out of 9,6 out of 10,32,20
490144,NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER,15225 HEALTHCOTE BOULEVARD,HAYMARKET,VA,20169,Prince William,51.80,79.08,87.12,80.66,82.21,4 out of 10,2 out of 9,4 out of 10,50.67,80.41,88.44,80.97,86.05,7 out of 10,6 out of 9,7 out of 10,35.74,65.07,80.14,65.91,67.28,2 out of 10,0 out of 9,2 out of 10,20.33,51.14,62.50,50.60,53.04,2 out of 10,2 out of 9,2 out of 10,26.16,63.30,73.86,61.33,61.76,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,75.18,75.41,7 out of 10,0 out of 9,7 out of 10,66.72,87.44,92.11,83.52,81.53,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,78.02,80.23,6 out of 10,3 out of 9,6 out of 10,28,14
490145,STONESPRINGS HOSPITAL CENTER,24440 STONE SPRINGS BOULEVARD,DULLES,VA,20166,Loudoun,51.80,79.08,87.12,79.93,75.40,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,80.18,75.74,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,66.47,69.97,3 out of 10,2 out of 9,3 out of 10,20.33,51.14,62.50,53.11,56.43,5 out of 10,3 out of 9,5 out of 10,26.16,63.30,73.86,61.20,63.91,1 out of 10,2 out of 9,2 out of 10,41.92,65.72,79.42,69.36,67.26,2 out of 10,0 out of 9,2 out of 10,66.72,87.44,92.11,88.85,88.62,3 out of 10,0 out of 9,3 out of 10,32.47,71.59,85.12,72.36,74.88,3 out of 10,1 out of 9,3 out of 10,18,16
500001,UW MEDICINE/NORTHWEST HOSPITAL,1550 NORTH 115TH STREET,SEATTLE,WA,98133,King,51.80,79.08,87.12,79.54,78.57,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,82.70,81.88,2 out of 10,0 out of 9,2 out of 10,35.74,65.07,80.14,67.87,67.51,2 out of 10,0 out of 9,2 out of 10,20.33,51.14,62.50,55.94,55.98,4 out of 10,0 out of 9,4 out of 10,26.16,63.30,73.86,65.11,64.16,1 out of 10,0 out of 9,1 out of 10,41.92,65.72,79.42,62.94,61.63,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,89.27,88.84,3 out of 10,0 out of 9,3 out of 10,32.47,71.59,85.12,75.72,72.86,1 out of 10,0 out of 9,1 out of 10,13,16
500002,PROVIDENCE ST MARY MEDICAL CENTER,401 W POPLAR ST,WALLA WALLA,WA,99362,Walla Walla,51.80,79.08,87.12,79.86,79.11,1 out of 10,0 out of 9,1 out of 10,50.67,80.41,88.44,83.47,81.91,2 out of 10,0 out of 9,2 out of 10,35.74,65.07,80.14,65.27,59.27,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,54.18,50.73,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,66.05,60.93,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,65.36,62.66,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,90.02,87.87,1 out of 10,0 out of 9,1 out of 10,32.47,71.59,85.12,73.02,65.90,0 out of 10,0 out of 9,0 out of 10,4,16
500003,SKAGIT VALLEY HOSPITAL,1415 KINCAID STREET,MOUNT VERNON,WA,98274,Skagit,51.80,79.08,87.12,73.01,75.19,0 out of 10,1 out of 9,1 out of 10,50.67,80.41,88.44,73.12,75.79,0 out of 10,1 out of 9,1 out of 10,35.74,65.07,80.14,59.38,61.01,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,44.34,45.30,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,58.19,55.93,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,61.61,62.49,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,86.30,85.18,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,60.24,64.63,0 out of 10,1 out of 9,1 out of 10,3,16
500005,VIRGINIA MASON MEDICAL CENTER,925 SENECA ST,SEATTLE,WA,98101,King,51.80,79.08,87.12,81.84,84.30,6 out of 10,4 out of 9,6 out of 10,50.67,80.41,88.44,84.98,84.24,5 out of 10,0 out of 9,5 out of 10,35.74,65.07,80.14,70.93,68.73,3 out of 10,0 out of 9,3 out of 10,20.33,51.14,62.50,56.54,60.77,8 out of 10,7 out of 9,8 out of 10,26.16,63.30,73.86,67.13,66.27,3 out of 10,0 out of 9,3 out of 10,41.92,65.72,79.42,63.72,62.80,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,89.92,90.43,6 out of 10,2 out of 9,6 out of 10,32.47,71.59,85.12,82.07,79.87,6 out of 10,0 out of 9,6 out of 10,37,17
500007,ISLAND HOSPITAL,1211  24TH STREET,ANACORTES,WA,98221,Skagit,51.80,79.08,87.12,79.28,81.88,4 out of 10,3 out of 9,4 out of 10,50.67,80.41,88.44,77.10,81.38,2 out of 10,3 out of 9,3 out of 10,35.74,65.07,80.14,68.30,71.90,5 out of 10,3 out of 9,5 out of 10,20.33,51.14,62.50,50.43,56.10,4 out of 10,4 out of 9,4 out of 10,26.16,63.30,73.86,65.77,64.16,1 out of 10,0 out of 9,1 out of 10,41.92,65.72,79.42,68.10,71.25,4 out of 10,2 out of 9,4 out of 10,66.72,87.44,92.11,88.56,91.66,9 out of 10,8 out of 9,9 out of 10,32.47,71.59,85.12,80.03,79.92,6 out of 10,0 out of 9,6 out of 10,36,20
500008,UNIVERSITY OF WASHINGTON MEDICAL CTR,1959 NE PACIFIC ST  BOX 356151,SEATTLE,WA,98195,King,51.80,79.08,87.12,82.32,83.76,6 out of 10,3 out of 9,6 out of 10,50.67,80.41,88.44,82.18,83.23,4 out of 10,1 out of 9,4 out of 10,35.74,65.07,80.14,66.91,65.59,1 out of 10,0 out of 9,1 out of 10,20.33,51.14,62.50,60.70,61.03,8 out of 10,1 out of 9,8 out of 10,26.16,63.30,73.86,67.41,67.87,4 out of 10,0 out of 9,4 out of 10,41.92,65.72,79.42,68.40,66.97,1 out of 10,0 out of 9,1 out of 10,66.72,87.44,92.11,91.10,91.53,8 out of 10,4 out of 9,8 out of 10,32.47,71.59,85.12,82.14,82.02,7 out of 10,0 out of 9,7 out of 10,39,20
500011,HIGHLINE MEDICAL CENTER,16251 SYLVESTER ROAD SW,BURIEN,WA,98166,King,51.80,79.08,87.12,70.43,71.86,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,75.52,75.38,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,52.84,54.03,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,45.80,44.90,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,55.77,56.36,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,54.01,53.96,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,87.13,84.39,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,59.31,58.99,0 out of 10,0 out of 9,0 out of 10,0,10
500014,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,1321 COLBY AVENUE,EVERETT,WA,98201,Snohomish,51.80,79.08,87.12,77.09,78.08,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,79.32,77.49,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,62.71,64.73,0 out of 10,1 out of 9,1 out of 10,20.33,51.14,62.50,50.11,49.56,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,63.73,60.14,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,61.95,57.97,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,90.11,86.39,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,72.81,66.69,0 out of 10,0 out of 9,0 out of 10,1,13
500015,MULTICARE AUBURN MEDICAL CENTER,202 NORTH DIVISION STREET PLAZA ONE,AUBURN,WA,98001,King,51.80,79.08,87.12,71.54,73.07,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,75.63,75.58,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,49.02,54.02,0 out of 10,1 out of 9,1 out of 10,20.33,51.14,62.50,42.81,44.06,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,56.00,57.10,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,53.61,51.30,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,85.77,84.65,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,54.44,58.99,0 out of 10,1 out of 9,1 out of 10,2,7
500016,CENTRAL WASHINGTON HOSPITAL,1201 SOUTH MILLER STREET,WENATCHEE,WA,98807,Chelan,51.80,79.08,87.12,78.75,81.44,3 out of 10,3 out of 9,3 out of 10,50.67,80.41,88.44,85.40,83.59,4 out of 10,0 out of 9,4 out of 10,35.74,65.07,80.14,66.18,71.62,4 out of 10,3 out of 9,4 out of 10,20.33,51.14,62.50,54.06,57.28,5 out of 10,3 out of 9,5 out of 10,26.16,63.30,73.86,65.67,69.61,6 out of 10,4 out of 9,6 out of 10,41.92,65.72,79.42,69.62,69.19,3 out of 10,0 out of 9,3 out of 10,66.72,87.44,92.11,90.17,91.75,9 out of 10,8 out of 9,9 out of 10,32.47,71.59,85.12,76.65,78.88,5 out of 10,2 out of 9,5 out of 10,39,20
500019,PROVIDENCE CENTRALIA HOSPITAL,914 S SCHEUBER ROAD,CENTRALIA,WA,98531,Lewis,51.80,79.08,87.12,77.61,81.33,3 out of 10,3 out of 9,3 out of 10,50.67,80.41,88.44,74.94,77.90,0 out of 10,2 out of 9,2 out of 10,35.74,65.07,80.14,65.26,67.39,2 out of 10,1 out of 9,2 out of 10,20.33,51.14,62.50,50.01,48.20,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,63.75,64.06,1 out of 10,0 out of 9,1 out of 10,41.92,65.72,79.42,58.99,56.41,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,88.70,87.86,1 out of 10,0 out of 9,1 out of 10,32.47,71.59,85.12,68.30,66.61,0 out of 10,0 out of 9,0 out of 10,9,12
500021,ST CLARE HOSPITAL,11315 BRIDGEPORT WAY S W,LAKEWOOD,WA,98499,Pierce,51.80,79.08,87.12,74.95,74.83,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,74.66,75.00,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,50.94,55.25,0 out of 10,1 out of 9,1 out of 10,20.33,51.14,62.50,49.44,53.85,3 out of 10,3 out of 9,3 out of 10,26.16,63.30,73.86,62.32,62.51,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,54.71,53.20,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,87.71,87.36,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,65.31,63.16,0 out of 10,0 out of 9,0 out of 10,4,9
500024,PROVIDENCE ST PETER HOSPITAL,413 LILLY ROAD NE,OLYMPIA,WA,98506,Thurston,51.80,79.08,87.12,79.30,77.94,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,79.88,76.69,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,64.78,64.49,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,51.64,48.11,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,63.95,59.07,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,62.09,57.49,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,88.49,85.72,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,73.79,68.88,0 out of 10,0 out of 9,0 out of 10,0,13
500025,SWEDISH MEDICAL CENTER / CHERRY HILL,500 17TH AVENUE,SEATTLE,WA,98122,King,51.80,79.08,87.12,78.08,80.24,2 out of 10,2 out of 9,2 out of 10,50.67,80.41,88.44,79.59,83.06,3 out of 10,3 out of 9,3 out of 10,35.74,65.07,80.14,60.87,61.49,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,53.54,52.22,1 out of 10,0 out of 9,1 out of 10,26.16,63.30,73.86,59.67,60.16,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,59.16,58.07,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,87.12,87.32,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,76.33,74.12,2 out of 10,0 out of 9,2 out of 10,8,13
500026,SWEDISH EDMONDS HOSPITAL,21601 76TH AVENUE WEST,EDMONDS,WA,98026,Snohomish,51.80,79.08,87.12,75.25,72.68,0 out of 10,0 out of 9,0 out of 10,50.67,80.41,88.44,78.97,76.79,0 out of 10,0 out of 9,0 out of 10,35.74,65.07,80.14,55.80,51.63,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,46.33,49.05,0 out of 10,1 out of 9,1 out of 10,26.16,63.30,73.86,60.28,57.20,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,54.65,49.94,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,85.99,83.68,0 out of 10,0 out of 9,0 out of 10,32.47,71.59,85.12,63.38,59.92,0 out of 10,0 out of 9,0 out of 10,1,6
500027,SWEDISH MEDICAL CENTER,747 BROADWAY,SEATTLE,WA,98122,King,51.80,79.08,87.12,76.95,79.94,1 out of 10,2 out of 9,2 out of 10,50.67,80.41,88.44,80.17,81.26,1 out of 10,1 out of 9,1 out of 10,35.74,65.07,80.14,60.66,61.12,0 out of 10,0 out of 9,0 out of 10,20.33,51.14,62.50,49.78,50.54,0 out of 10,0 out of 9,0 out of 10,26.16,63.30,73.86,61.41,62.33,0 out of 10,0 out of 9,0 out of 10,41.92,65.72,79.42,61.54,59.79,0 out of 10,0 out of 9,0 out of 10,66.72,87.44,92.11,86.25,87.66,1 out of 10,2 out of 9,2 out of 10,32.47,71.59,85.12,72.83,73.93,2 out of 10,0 out of 9,2 out of 10,7,15
