"State","Condition","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
PR,Emergency Department,ED_2b_VERY_HIGH_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",Not Available,"25, 26",07/01/2018,06/30/2019
PR,Preventive Care,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,31,,10/01/2018,03/31/2019
PR,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,266,"25, 26",07/01/2018,06/30/2019
PR,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),321,"25, 26",07/01/2018,06/30/2019
PR,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),405,"25, 26",07/01/2018,06/30/2019
PR,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),471,"25, 26",07/01/2018,06/30/2019
PR,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),Not Available,"25, 26",07/01/2018,06/30/2019
PR,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,377,25,07/01/2018,06/30/2019
PR,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),1706,25,07/01/2018,06/30/2019
PR,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),406,25,07/01/2018,06/30/2019
PR,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),Not Available,25,07/01/2018,06/30/2019
PR,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),Not Available,25,07/01/2018,06/30/2019
PR,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,34,"25, 26",07/01/2018,06/30/2019
PR,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1,,01/01/2018,12/31/2018
PR,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,24,25,07/01/2018,06/30/2019
PR,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,100,26,01/01/2018,12/31/2018
PR,Colonoscopy care,OP_30,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,Not Available,26,01/01/2018,12/31/2018
PR,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2018,12/31/2018
PR,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,Not Available,26,01/01/2018,12/31/2018
PR,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,149,"25, 26",07/01/2018,06/30/2019
PR,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",6,26,07/01/2018,06/30/2019
PR,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,17,,07/01/2018,06/30/2019
PR,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,82,,01/01/2019,06/30/2019
PR,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,55,,01/01/2019,06/30/2019
PR,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,45,,01/01/2019,06/30/2019
PR,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,43,,01/01/2019,06/30/2019
RI,Emergency Department,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",139,"25, 26",07/01/2018,06/30/2019
RI,Emergency Department,ED_2b_HIGH_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",Not Available,"25, 26",07/01/2018,06/30/2019
RI,Emergency Department,ED_2b_LOW_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)",136,"25, 26",07/01/2018,06/30/2019
RI,Emergency Department,ED_2b_MEDIUM_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)",123,"25, 26",07/01/2018,06/30/2019
RI,Emergency Department,ED_2b_VERY_HIGH_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",184,"25, 26",07/01/2018,06/30/2019
RI,Preventive Care,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,93,,10/01/2018,03/31/2019
RI,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,187,"25, 26",07/01/2018,06/30/2019
RI,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),Not Available,"25, 26",07/01/2018,06/30/2019
RI,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),169,"25, 26",07/01/2018,06/30/2019
RI,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),159,"25, 26",07/01/2018,06/30/2019
RI,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),238,"25, 26",07/01/2018,06/30/2019
RI,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,370,25,07/01/2018,06/30/2019
RI,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),Not Available,25,07/01/2018,06/30/2019
RI,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),389,25,07/01/2018,06/30/2019
RI,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),360,25,07/01/2018,06/30/2019
RI,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),411,25,07/01/2018,06/30/2019
RI,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,Not Available,"25, 26",07/01/2018,06/30/2019
RI,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3,,01/01/2018,12/31/2018
RI,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,75,25,07/01/2018,06/30/2019
RI,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,91,26,01/01/2018,12/31/2018
RI,Colonoscopy care,OP_30,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,89,26,01/01/2018,12/31/2018
RI,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2018,12/31/2018
RI,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,79,26,01/01/2018,12/31/2018
RI,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,86,"25, 26",07/01/2018,06/30/2019
RI,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",2,26,07/01/2018,06/30/2019
RI,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,52,,07/01/2018,06/30/2019
RI,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,79,,01/01/2019,06/30/2019
RI,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,90,,01/01/2019,06/30/2019
RI,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,74,,01/01/2019,06/30/2019
RI,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,82,,01/01/2019,06/30/2019
SC,Emergency Department,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",96,"25, 26",07/01/2018,06/30/2019
SC,Emergency Department,ED_2b_HIGH_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",89,"25, 26",07/01/2018,06/30/2019
SC,Emergency Department,ED_2b_LOW_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)",59,"25, 26",07/01/2018,06/30/2019
SC,Emergency Department,ED_2b_MEDIUM_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)",86,"25, 26",07/01/2018,06/30/2019
SC,Emergency Department,ED_2b_VERY_HIGH_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",140,"25, 26",07/01/2018,06/30/2019
SC,Preventive Care,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,91,,10/01/2018,03/31/2019
SC,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,144,"25, 26",07/01/2018,06/30/2019
SC,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),164,"25, 26",07/01/2018,06/30/2019
SC,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),108,"25, 26",07/01/2018,06/30/2019
SC,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),137,"25, 26",07/01/2018,06/30/2019
SC,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),179,"25, 26",07/01/2018,06/30/2019
SC,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,217,25,07/01/2018,06/30/2019
SC,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),224,25,07/01/2018,06/30/2019
SC,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),146,25,07/01/2018,06/30/2019
SC,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),192,25,07/01/2018,06/30/2019
SC,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),288,25,07/01/2018,06/30/2019
SC,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,100,"25, 26",07/01/2018,06/30/2019
SC,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3,,01/01/2018,12/31/2018
SC,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,72,25,07/01/2018,06/30/2019
SC,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,86,26,01/01/2018,12/31/2018
SC,Colonoscopy care,OP_30,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,90,26,01/01/2018,12/31/2018
SC,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2018,12/31/2018
SC,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,89,26,01/01/2018,12/31/2018
SC,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,51,"25, 26",07/01/2018,06/30/2019
SC,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",2,26,07/01/2018,06/30/2019
SC,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,54,,07/01/2018,06/30/2019
SC,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,79,,01/01/2019,06/30/2019
SC,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,61,,01/01/2019,06/30/2019
SC,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,79,,01/01/2019,06/30/2019
SC,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,88,,01/01/2019,06/30/2019
SD,Emergency Department,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",43,"25, 26",07/01/2018,06/30/2019
SD,Emergency Department,ED_2b_HIGH_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",97,"25, 26",07/01/2018,06/30/2019
SD,Emergency Department,ED_2b_LOW_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)",37,"25, 26",07/01/2018,06/30/2019
SD,Emergency Department,ED_2b_MEDIUM_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)",70,"25, 26",07/01/2018,06/30/2019
SD,Emergency Department,ED_2b_VERY_HIGH_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",Not Available,"25, 26",07/01/2018,06/30/2019
SD,Preventive Care,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,97,,10/01/2018,03/31/2019
SD,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,110,"25, 26",07/01/2018,06/30/2019
SD,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),156,"25, 26",07/01/2018,06/30/2019
SD,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),108,"25, 26",07/01/2018,06/30/2019
SD,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),118,"25, 26",07/01/2018,06/30/2019
SD,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),Not Available,"25, 26",07/01/2018,06/30/2019
SD,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,142,25,07/01/2018,06/30/2019
SD,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),152,25,07/01/2018,06/30/2019
SD,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),141,25,07/01/2018,06/30/2019
SD,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),99,25,07/01/2018,06/30/2019
SD,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),Not Available,25,07/01/2018,06/30/2019
SD,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,62,"25, 26",07/01/2018,06/30/2019
SD,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1,,01/01/2018,12/31/2018
SD,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,76,25,07/01/2018,06/30/2019
SD,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,93,26,01/01/2018,12/31/2018
SD,Colonoscopy care,OP_30,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,95,26,01/01/2018,12/31/2018
SD,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,100,,01/01/2018,12/31/2018
SD,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,96,26,01/01/2018,12/31/2018
SD,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,90,"25, 26",07/01/2018,06/30/2019
SD,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",3,26,07/01/2018,06/30/2019
SD,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,56,,07/01/2018,06/30/2019
SD,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,79,,01/01/2019,06/30/2019
SD,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,49,,01/01/2019,06/30/2019
SD,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,80,,01/01/2019,06/30/2019
SD,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,91,,01/01/2019,06/30/2019
TN,Emergency Department,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",92,"25, 26",07/01/2018,06/30/2019
TN,Emergency Department,ED_2b_HIGH_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",111,"25, 26",07/01/2018,06/30/2019
TN,Emergency Department,ED_2b_LOW_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)",60,"25, 26",07/01/2018,06/30/2019
TN,Emergency Department,ED_2b_MEDIUM_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)",87,"25, 26",07/01/2018,06/30/2019
TN,Emergency Department,ED_2b_VERY_HIGH_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",123,"25, 26",07/01/2018,06/30/2019
TN,Preventive Care,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,92,,10/01/2018,03/31/2019
TN,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,141,"25, 26",07/01/2018,06/30/2019
TN,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),171,"25, 26",07/01/2018,06/30/2019
TN,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),113,"25, 26",07/01/2018,06/30/2019
TN,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),140,"25, 26",07/01/2018,06/30/2019
TN,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),159,"25, 26",07/01/2018,06/30/2019
TN,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,313,25,07/01/2018,06/30/2019
TN,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),404,25,07/01/2018,06/30/2019
TN,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),205,25,07/01/2018,06/30/2019
TN,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),312,25,07/01/2018,06/30/2019
TN,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),338,25,07/01/2018,06/30/2019
TN,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,57,"25, 26",07/01/2018,06/30/2019
TN,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1,,01/01/2018,12/31/2018
TN,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,73,25,07/01/2018,06/30/2019
TN,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,86,26,01/01/2018,12/31/2018
TN,Colonoscopy care,OP_30,Percentage of patients with history of polyps receiving follow-up colonoscopy in the appropriate timeframe Higher percentages are better,90,26,01/01/2018,12/31/2018
TN,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,99,,01/01/2018,12/31/2018
TN,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,88,26,01/01/2018,12/31/2018
TN,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,56,"25, 26",07/01/2018,06/30/2019
TN,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",2,26,07/01/2018,06/30/2019
TN,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,57,,07/01/2018,06/30/2019
TN,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,86,,01/01/2019,06/30/2019
TN,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,59,,01/01/2019,06/30/2019
TN,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,79,,01/01/2019,06/30/2019
TN,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,88,,01/01/2019,06/30/2019
TX,Emergency Department,ED_2b,"Average (median) time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better",99,"25, 26",07/01/2018,06/30/2019
TX,Emergency Department,ED_2b_HIGH_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",110,"25, 26",07/01/2018,06/30/2019
TX,Emergency Department,ED_2b_LOW_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (low)",65,"25, 26",07/01/2018,06/30/2019
TX,Emergency Department,ED_2b_MEDIUM_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (moderate)",98,"25, 26",07/01/2018,06/30/2019
TX,Emergency Department,ED_2b_VERY_HIGH_MIN,"Average time patients spent in the emergency department, after the doctor decided to admit them as an inpatient before leaving the emergency department for their inpatient room A lower number of minutes is better (high)",125,"25, 26",07/01/2018,06/30/2019
TX,Preventive Care,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,89,,10/01/2018,03/31/2019
TX,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,135,"25, 26",07/01/2018,06/30/2019
TX,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),151,"25, 26",07/01/2018,06/30/2019
TX,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),109,"25, 26",07/01/2018,06/30/2019
TX,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),152,"25, 26",07/01/2018,06/30/2019
TX,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),160,"25, 26",07/01/2018,06/30/2019
TX,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,214,25,07/01/2018,06/30/2019
TX,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),246,25,07/01/2018,06/30/2019
TX,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),159,25,07/01/2018,06/30/2019
TX,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),245,25,07/01/2018,06/30/2019
TX,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),273,25,07/01/2018,06/30/2019
TX,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,51,"25, 26",07/01/2018,06/30/2019
TX,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,,01/01/2018,12/31/2018
TX,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,72,25,07/01/2018,06/30/2019
TX,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,89,26,01/01/2018,12/31/2018
