"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","Phone Number","Measure ID","Measure Name","Denominator","Observed Rate Per 1,000","Footnote","Start Date","End Date"
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,(605) 745-2000,PSI-3,Pressure Ulcer Rate,136,0,20,07/01/2016,06/30/2018
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,(605) 745-2000,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,"5, 20",07/01/2016,06/30/2018
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,(605) 745-2000,PSI-6,"Iatrogenic pneumothorax, adult Rate",239,0,20,07/01/2016,06/30/2018
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,(605) 745-2000,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,147,0,20,07/01/2016,06/30/2018
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,(605) 745-2000,PSI-8,In-Hospital Fall With Hip Fracture Rate,194,0,20,07/01/2016,06/30/2018
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,(605) 745-2000,PSI-9,Perioperative Hemorrhage or Hematoma Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,455,0,20,07/01/2016,06/30/2018
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,PSI-11,Postoperative Respiratory Failure Rate,412,2.43,20,07/01/2016,06/30/2018
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,573,0,20,07/01/2016,06/30/2018
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,PSI-13,Postoperative Sepsis Rate,439,2.28,20,07/01/2016,06/30/2018
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,PSI-14,Postoperative Wound Dehiscence Rate,101,9.9,20,07/01/2016,06/30/2018
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,236,0,20,07/01/2016,06/30/2018
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,PSI-3,Pressure Ulcer Rate,1779,0,20,07/01/2016,06/30/2018
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,PSI-6,"Iatrogenic pneumothorax, adult Rate",2546,0.39,20,07/01/2016,06/30/2018
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,1662,0,20,07/01/2016,06/30/2018
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,PSI-8,In-Hospital Fall With Hip Fracture Rate,2226,0,20,07/01/2016,06/30/2018
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,PSI-9,Perioperative Hemorrhage or Hematoma Rate,558,0,20,07/01/2016,06/30/2018
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,564,3.55,20,07/01/2016,06/30/2018
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,PSI-11,Postoperative Respiratory Failure Rate,332,21.08,20,07/01/2016,06/30/2018
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,1091,7.33,20,07/01/2016,06/30/2018
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,PSI-13,Postoperative Sepsis Rate,524,22.9,20,07/01/2016,06/30/2018
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,PSI-14,Postoperative Wound Dehiscence Rate,467,2.14,20,07/01/2016,06/30/2018
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,1176,0.85,20,07/01/2016,06/30/2018
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,PSI-3,Pressure Ulcer Rate,4612,2.82,20,07/01/2016,06/30/2018
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,PSI-4,Death among surgical inpatients with serious treatable complications Rate,69,159.42,20,07/01/2016,06/30/2018
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,PSI-6,"Iatrogenic pneumothorax, adult Rate",7381,0,20,07/01/2016,06/30/2018
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,4091,0.73,20,07/01/2016,06/30/2018
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,PSI-8,In-Hospital Fall With Hip Fracture Rate,6864,0,20,07/01/2016,06/30/2018
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,PSI-9,Perioperative Hemorrhage or Hematoma Rate,1034,3.87,20,07/01/2016,06/30/2018
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,1034,1.93,20,07/01/2016,06/30/2018
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,PSI-11,Postoperative Respiratory Failure Rate,835,1.2,20,07/01/2016,06/30/2018
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,1731,3.47,20,07/01/2016,06/30/2018
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,PSI-13,Postoperative Sepsis Rate,1005,2.99,20,07/01/2016,06/30/2018
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,PSI-14,Postoperative Wound Dehiscence Rate,381,0,20,07/01/2016,06/30/2018
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,1010,0,20,07/01/2016,06/30/2018
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,PSI-3,Pressure Ulcer Rate,5195,0.19,20,07/01/2016,06/30/2018
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,PSI-4,Death among surgical inpatients with serious treatable complications Rate,30,66.67,20,07/01/2016,06/30/2018
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,PSI-6,"Iatrogenic pneumothorax, adult Rate",8368,0.12,20,07/01/2016,06/30/2018
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,5168,0.19,20,07/01/2016,06/30/2018
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,PSI-8,In-Hospital Fall With Hip Fracture Rate,7498,0.13,20,07/01/2016,06/30/2018
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,PSI-9,Perioperative Hemorrhage or Hematoma Rate,1639,0,20,07/01/2016,06/30/2018
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,PSI-11,Postoperative Respiratory Failure Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,29,0,20,07/01/2016,06/30/2018
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,PSI-13,Postoperative Sepsis Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,PSI-14,Postoperative Wound Dehiscence Rate,27,0,20,07/01/2016,06/30/2018
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,390,0,20,07/01/2016,06/30/2018
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,PSI-3,Pressure Ulcer Rate,1894,0,20,07/01/2016,06/30/2018
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,PSI-6,"Iatrogenic pneumothorax, adult Rate",2678,0,20,07/01/2016,06/30/2018
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,1877,0,20,07/01/2016,06/30/2018
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,PSI-8,In-Hospital Fall With Hip Fracture Rate,2541,0,20,07/01/2016,06/30/2018
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,PSI-9,Perioperative Hemorrhage or Hematoma Rate,25,0,20,07/01/2016,06/30/2018
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,1150,0,20,07/01/2016,06/30/2018
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,PSI-11,Postoperative Respiratory Failure Rate,780,2.56,20,07/01/2016,06/30/2018
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,2253,2.66,20,07/01/2016,06/30/2018
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,PSI-13,Postoperative Sepsis Rate,1089,4.59,20,07/01/2016,06/30/2018
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,PSI-14,Postoperative Wound Dehiscence Rate,708,2.82,20,07/01/2016,06/30/2018
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,2717,0,20,07/01/2016,06/30/2018
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,PSI-3,Pressure Ulcer Rate,7086,1.13,20,07/01/2016,06/30/2018
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,PSI-4,Death among surgical inpatients with serious treatable complications Rate,74,94.59,20,07/01/2016,06/30/2018
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,PSI-6,"Iatrogenic pneumothorax, adult Rate",10866,0,20,07/01/2016,06/30/2018
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,6008,0.17,20,07/01/2016,06/30/2018
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,PSI-8,In-Hospital Fall With Hip Fracture Rate,9918,0.1,20,07/01/2016,06/30/2018
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,PSI-9,Perioperative Hemorrhage or Hematoma Rate,2123,2.83,20,07/01/2016,06/30/2018
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,310,0,20,07/01/2016,06/30/2018
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,PSI-11,Postoperative Respiratory Failure Rate,312,6.41,20,07/01/2016,06/30/2018
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,546,5.49,20,07/01/2016,06/30/2018
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,PSI-13,Postoperative Sepsis Rate,289,10.38,20,07/01/2016,06/30/2018
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,PSI-14,Postoperative Wound Dehiscence Rate,175,0,20,07/01/2016,06/30/2018
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,406,0,20,07/01/2016,06/30/2018
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,PSI-3,Pressure Ulcer Rate,1852,0,20,07/01/2016,06/30/2018
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,PSI-4,Death among surgical inpatients with serious treatable complications Rate,Not Available,Not Available,"1, 20",07/01/2016,06/30/2018
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,PSI-6,"Iatrogenic pneumothorax, adult Rate",2656,0,20,07/01/2016,06/30/2018
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,1731,0,20,07/01/2016,06/30/2018
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,PSI-8,In-Hospital Fall With Hip Fracture Rate,2615,0,20,07/01/2016,06/30/2018
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,PSI-9,Perioperative Hemorrhage or Hematoma Rate,528,3.79,20,07/01/2016,06/30/2018
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,1517,1.32,20,07/01/2016,06/30/2018
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,PSI-11,Postoperative Respiratory Failure Rate,997,3.01,20,07/01/2016,06/30/2018
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,3208,4.99,20,07/01/2016,06/30/2018
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,PSI-13,Postoperative Sepsis Rate,1478,4.06,20,07/01/2016,06/30/2018
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,PSI-14,Postoperative Wound Dehiscence Rate,1204,0,20,07/01/2016,06/30/2018
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,2953,1.35,20,07/01/2016,06/30/2018
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,PSI-3,Pressure Ulcer Rate,11467,0.52,20,07/01/2016,06/30/2018
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,PSI-4,Death among surgical inpatients with serious treatable complications Rate,101,69.31,20,07/01/2016,06/30/2018
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,PSI-6,"Iatrogenic pneumothorax, adult Rate",17940,0.06,20,07/01/2016,06/30/2018
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,10214,0.1,20,07/01/2016,06/30/2018
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,PSI-8,In-Hospital Fall With Hip Fracture Rate,16503,0.12,20,07/01/2016,06/30/2018
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,PSI-9,Perioperative Hemorrhage or Hematoma Rate,3086,2.27,20,07/01/2016,06/30/2018
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,3012,1,20,07/01/2016,06/30/2018
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,PSI-11,Postoperative Respiratory Failure Rate,2045,2.44,20,07/01/2016,06/30/2018
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,6177,4.53,20,07/01/2016,06/30/2018
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,PSI-13,Postoperative Sepsis Rate,2943,4.76,20,07/01/2016,06/30/2018
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,PSI-14,Postoperative Wound Dehiscence Rate,1507,0.66,20,07/01/2016,06/30/2018
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,PSI-15,Unrecognized Abdominopelvic Accidental Puncture/Laceration Rate,3629,0.55,20,07/01/2016,06/30/2018
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,PSI-3,Pressure Ulcer Rate,12651,0.79,20,07/01/2016,06/30/2018
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,PSI-4,Death among surgical inpatients with serious treatable complications Rate,192,130.21,20,07/01/2016,06/30/2018
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,PSI-6,"Iatrogenic pneumothorax, adult Rate",19611,0.25,20,07/01/2016,06/30/2018
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,PSI-7,Central Venous Catheter-Related Bloodstream Infections Rate,10891,0.55,20,07/01/2016,06/30/2018
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,PSI-8,In-Hospital Fall With Hip Fracture Rate,17995,0,20,07/01/2016,06/30/2018
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,PSI-9,Perioperative Hemorrhage or Hematoma Rate,5676,2.82,20,07/01/2016,06/30/2018
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,PSI-10,Postoperative Acute Kidney Injury Requiring Dialysis Rate,1329,0.75,20,07/01/2016,06/30/2018
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,PSI-11,Postoperative Respiratory Failure Rate,1103,3.63,20,07/01/2016,06/30/2018
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,PSI-12,Perioperative Pulmonary Embolism (PE) or Deep Vein Thrombosis (DVT) Rate,2074,4.82,20,07/01/2016,06/30/2018
