"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","Phone Number","Condition","Measure ID","Measure Name","STTag","Score","Sample","Footnote","Start Date","End Date"
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,94,1361,,10/01/2018,03/31/2019
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,246,603,,07/01/2018,06/30/2019
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,73,2188,,10/01/2018,03/31/2019
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,272,17,,07/01/2018,06/30/2019
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,1,07/01/2018,06/30/2019
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,07/01/2018,06/30/2019
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,66,517,,07/01/2018,06/30/2019
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,65,2773,,10/01/2018,03/31/2019
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,Not Available,Not Available,"5, 24",07/01/2018,06/30/2019
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,Not Available,Not Available,"5, 24",10/01/2018,03/31/2019
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,"5, 24",07/01/2018,06/30/2019
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,"5, 24",07/01/2018,06/30/2019
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,"5, 24",07/01/2018,06/30/2019
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,"5, 24",07/01/2018,06/30/2019
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,"5, 24",07/01/2018,06/30/2019
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,218,410,,07/01/2018,06/30/2019
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,78,5112,,10/01/2018,03/31/2019
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,254,149,,07/01/2018,06/30/2019
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,344,11,,07/01/2018,06/30/2019
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,07/01/2018,06/30/2019
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,61,499,,07/01/2018,06/30/2019
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,85,1312,,10/01/2018,03/31/2019
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,1,07/01/2018,06/30/2019
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,07/01/2018,06/30/2019
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,262,713,,07/01/2018,06/30/2019
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,64,6492,,10/01/2018,03/31/2019
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,274,182,,07/01/2018,06/30/2019
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,1,07/01/2018,06/30/2019
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,07/01/2018,06/30/2019
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,175,730,,07/01/2018,06/30/2019
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,50,5842,,10/01/2018,03/31/2019
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,216,19,,07/01/2018,06/30/2019
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,1,07/01/2018,06/30/2019
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,07/01/2018,06/30/2019
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,153,616,,07/01/2018,06/30/2019
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,62,4803,,10/01/2018,03/31/2019
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,226,32,,07/01/2018,06/30/2019
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,1,07/01/2018,06/30/2019
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,1,07/01/2018,06/30/2019
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,(210) 617-5300,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,91,591,,07/01/2018,06/30/2019
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,(210) 617-5300,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,74,4724,,10/01/2018,03/31/2019
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,(210) 617-5300,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,165,41,,07/01/2018,06/30/2019
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,(210) 617-5300,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,1,07/01/2018,06/30/2019
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,(210) 617-5300,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,(210) 617-5300,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,(210) 617-5300,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,(801) 584-1211,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,84,396,,07/01/2018,06/30/2019
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,(801) 584-1211,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,64,3182,,10/01/2018,03/31/2019
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,(801) 584-1211,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,192,71,,07/01/2018,06/30/2019
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,(801) 584-1211,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,(801) 584-1211,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,(801) 584-1211,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,07/01/2018,06/30/2019
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,(801) 584-1211,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
47001F,WHITE RIVER JCT VA MEDICAL CENTER,163 VETERANS DRIVE,WHITE RIVER JUNCTION,VT,05009,WINDSOR,(802) 295-9363,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,143,240,,07/01/2018,06/30/2019
47001F,WHITE RIVER JCT VA MEDICAL CENTER,163 VETERANS DRIVE,WHITE RIVER JUNCTION,VT,05009,WINDSOR,(802) 295-9363,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,86,1283,,10/01/2018,03/31/2019
47001F,WHITE RIVER JCT VA MEDICAL CENTER,163 VETERANS DRIVE,WHITE RIVER JUNCTION,VT,05009,WINDSOR,(802) 295-9363,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
47001F,WHITE RIVER JCT VA MEDICAL CENTER,163 VETERANS DRIVE,WHITE RIVER JUNCTION,VT,05009,WINDSOR,(802) 295-9363,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
47001F,WHITE RIVER JCT VA MEDICAL CENTER,163 VETERANS DRIVE,WHITE RIVER JUNCTION,VT,05009,WINDSOR,(802) 295-9363,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
47001F,WHITE RIVER JCT VA MEDICAL CENTER,163 VETERANS DRIVE,WHITE RIVER JUNCTION,VT,05009,WINDSOR,(802) 295-9363,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
47001F,WHITE RIVER JCT VA MEDICAL CENTER,163 VETERANS DRIVE,WHITE RIVER JUNCTION,VT,05009,WINDSOR,(802) 295-9363,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,(757) 722-9961,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,196,262,,07/01/2018,06/30/2019
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,(757) 722-9961,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,78,2266,,10/01/2018,03/31/2019
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,(757) 722-9961,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,(757) 722-9961,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,(757) 722-9961,Heart Attack or Chest Pain,OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,(757) 722-9961,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,07/01/2018,06/30/2019
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,(757) 722-9961,Heart Attack or Chest Pain,OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Minutes,Not Available,Not Available,5,07/01/2018,06/30/2019
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CITY,(804) 675-5000,Emergency Department,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,Minutes,126,559,,07/01/2018,06/30/2019
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CITY,(804) 675-5000,Preventive Care,IMM-3,Healthcare workers given influenza vaccination,Percentage,71,4089,,10/01/2018,03/31/2019
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CITY,(804) 675-5000,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,181,41,,07/01/2018,06/30/2019
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CITY,(804) 675-5000,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,1,07/01/2018,06/30/2019
